"id"	"username"	"name"	"created_at"	"lat"	"long"	"status"
"800617261425979392"	"HSBC_ID"	"HSBC Indonesia"	"2016-11-21 15:30:04"	"null"	"null"	"Nikmati kemudahan subscribtion/top up reksadana & dptkan diskon biaya administrasi s/d 45% di HSBC Internet Banking https://t.co/9VmTAdJSvl"
"800617248826294272"	"Indomaret"	"Indomaret"	"2016-11-21 15:30:01"	"null"	"null"	"Ayo ganti tas lama kamu dengan Tas Tonga di #KlikIndomaret DISKON hingga 50% loh! Buruan beli hanya disini… https://t.co/3v0pSSZNi2"
"800617248532508672"	"tiket"	"Tiket.com"	"2016-11-21 15:30:01"	"null"	"null"	"Terbang hemat bersama Air Asia! Dptkan diskon Rp. 100.000 utk liburan ke dalam & keluar negeri… https://t.co/uwQkylcXnX"
"800616909913759744"	"WorldOf_RPs"	"WORP"	"2016-11-21 15:28:40"	"null"	"null"	"PANEL 3IN1 TEMA THEME LINE, MASKER ANIMAL, Numpung lg diskon! Kapan lagi! bisa!cek @unseolhy4 /oa: @tvp5731x https://t.co/F9E1rubt2w"
"800616736902955008"	"DressCouple"	"DressCoupleId"	"2016-11-21 15:27:59"	"null"	"null"	"Selfin Couple  145rb SMS/WA:085723477888  #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/jo4gd97dGJ"
"800616549945966592"	"HudaJabrix"	"Wisnu Al Huda"	"2016-11-21 15:27:14"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800615996348395520"	"situsinioke"	"Situ Sini Oke"	"2016-11-21 15:25:02"	"null"	"null"	"Sore gals..Lagi searching2 aksesoris yg lucu, unik tapi MURAH..  Uda murah, banyak diskon yg menarik loo... Cek yuk💋 https://t.co/jvu2Vb41HI"
"800615482097176583"	"faluumi"	"Farida Lusi Utami"	"2016-11-21 15:23:00"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800615378980249600"	"aneka_belanja"	"aneka belanja"	"2016-11-21 15:22:35"	"null"	"null"	"Mitsubishi Fuso targetkan 1 Juta Colt Diesel dengan diskon 'urakan … – https://t.co/ksstimKSHj… https://t.co/GTrBcYLY1I"
"800615368246968320"	"fannielatief"	"FL"	"2016-11-21 15:22:33"	"null"	"null"	"RT @TransvisionID: Ayo tambah dekoder untuk semua TV dirumah Anda & dapatkan Diskon 50%, Tanpa perlu tambah parabola. Info: 15000 60 https:…"
"800615353202065408"	"indiebookcorner"	"Indie Book Corner"	"2016-11-21 15:22:29"	"null"	"null"	"Mau diskon? Rayu aja kasirnya. Hohohoho."
"800615256309366784"	"Tribun_Solo"	"TribunSolo"	"2016-11-21 15:22:06"	"null"	"null"	"Diskon 50 Persen Nih Setiap Pembelian Kaus Lee Cooper di Matahari Solo Square  https://t.co/dCaztoi5vk"
"800615250017947648"	"FaridBowo"	"Farid Prabowo"	"2016-11-21 15:22:04"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800615032069328900"	"Rizalfaizall"	"RZL™"	"2016-11-21 15:21:13"	"null"	"null"	"RT @WDZG: Yang mau diskon, yuk gabung jadi #WadezigCrowd dan dpt member card + Disc All Items u/ pembelanjaan di @WDZG https://t.co/B5kCnzD…"
"800614939069009920"	"WaydeeStore"	"Fashion Berkelas"	"2016-11-21 15:20:50"	"null"	"null"	"Suka bagi-bagi DISKON dan bagi-bagi tips all about fashion. Mau? Follow sekarang ya @WaydeeStore"
"800614730993897472"	"maddoginfected"	"Maddog Infected™"	"2016-11-21 15:20:01"	"null"	"null"	"Dapatkan kupon diskon 20% #MADDOGINFECTED di @ArjesKitchen | Belakang Kampus UNS - Barat RSJ Solo| Open 09.00-22.00 https://t.co/CD2MgAcaan"
"800614574856675329"	"susikke"	"Ikke Erna Susiana"	"2016-11-21 15:19:24"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800614441846878209"	"melwulan"	"Meylisa Wulansari"	"2016-11-21 15:18:52"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800614426852335616"	"AgenPokermi"	"PokerMI Indonesia"	"2016-11-21 15:18:48"	"null"	"null"	"#Travel Fair On-line Dimulai, Diskon Hingga 70 Persen https://t.co/6YzGBn2cLO #beritaharianonline #beritaonline"
"800614257754718208"	"asfiyanaa"	"Fatwa Asfiyana"	"2016-11-21 15:18:08"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800614146685300736"	"kulinersemarang"	"KULINER SEMARANG"	"2016-11-21 15:17:41"	"null"	"null"	"Mau diskon di sebuah resto di semarang.. Kunjungi halaman ini https://t.co/pnHnDYCRUs"
"800614130725945344"	"Ekkyt_R"	"Ekkytr"	"2016-11-21 15:17:38"	"null"	"null"	"RT @raisa6690: it's on! early bird ticket #OPPOxRaisa udh bisa dibeli di https://t.co/mlUzQnAc5s lho! ada diskon jg dari @eleveniaID ! grab…"
"800614085398142977"	"radatime"	"RaDa Time Jam Tangan"	"2016-11-21 15:17:27"	"null"	"null"	"Diskon 25% Daniel Wellington Classic St Mawes 36mm (DW00100136) kini hanya Rp 339.667/bln. Miliki segera, klik… https://t.co/yLwSBNaQMR"
"800613973804470272"	"FittiID"	"Fitti Indonesia"	"2016-11-21 15:17:00"	"null"	"null"	"Tukarkan struk pembelanjaan Fitti & dptkan diskon 50%+10% serta banyak hadiah lainnya Moms. https://t.co/kLmH4Kc8na https://t.co/JuMBydrM4F"
"800613913909805056"	"CsJosbet"	"josbet"	"2016-11-21 15:16:46"	"null"	"null"	"Dapatkan Diskon Togel ISIN4D Terbesar hanya di Josbet 4a = 66% , 3a = 59,3% , 2a = 30,6% https://t.co/3PSwsDsvhN"
"800613758770946048"	"tyara_fauziah"	"Tyara Fauziah Sari"	"2016-11-21 15:16:09"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800613706837041153"	"ask_rizqi"	"r.o.e.r.y"	"2016-11-21 15:15:57"	"null"	"null"	"RT @GrabID: Dompet tipis di tanggal tua, bisa terselamatkan dgn promo 70% GrabBike! Cek info detilnya disini: https://t.co/joTk4kpVZi https…"
"800613515056689153"	"whanee"	"Irwani Gustina Teguh"	"2016-11-21 15:15:11"	"null"	"null"	"Itu DW ori lagi ada diskon issssh. Masih single aja gw belik pasti. Huhuhu.."
"800613485457457152"	"nambahintinggi"	"Obat Peninggi Badan"	"2016-11-21 15:15:04"	"null"	"null"	"Gilaa!! Diskon harga modal Peninggi/penggemuk/pelangsing/pemutih kulit setiap harinya, cek https://t.co/ard82IRPbT"
"800613405224644608"	"NdaTika_"	"Ananda Prastika"	"2016-11-21 15:14:45"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800613176609935360"	"FrintianaDyane"	"Frintiana Dyane"	"2016-11-21 15:13:50"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800613034758520832"	"Nopriy4nto"	"Nopriyanto"	"2016-11-21 15:13:16"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800612845956120576"	"MaharlikaRY"	"MRY "	"2016-11-21 15:12:31"	"null"	"null"	"@ghafaraATBON diskon dimanaaa :("
"800612783905587201"	"radatime"	"RaDa Time Jam Tangan"	"2016-11-21 15:12:17"	"null"	"null"	"Diskon 25% Daniel Wellington Classic St Mawes 36mm (DW00100136) kini hanya Rp 339.667/bln cicilan 0% dan gratis... https://t.co/uHjZKzajU4"
"800612750254739456"	"deeaspa"	"Ditha A Sudarto"	"2016-11-21 15:12:08"	"null"	"null"	"Very Me No Time for Shine Powder, 9gr (Harga DISKON Nov 2016: 65.000; order: via DM/PinBB:5E925D1D) https://t.co/WdVo26Pfyn"
"800612655685738496"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 15:11:46"	"null"	"null"	"https://t.co/ZhG3n6ksPG Promo Groovy Monday! Diskon Up To Rp 300.000 Setiap Hari Senin… https://t.co/tdeOJiNNtm"
"800612559954903040"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 15:11:23"	"null"	"null"	"Jakmall Promo Sprint Harbolnas - Gebrakan Diskon + Harga Special https://t.co/yVYVfNiVH0 #diskon"
"800612325510127616"	"Salima_Store"	"Salima Store"	"2016-11-21 15:10:27"	"null"	"null"	"MC Overed Diskon!  Kode : BDE 024 Bahan : Chery+Della Ukuran : S,M,L,XL Warna : Merah dan Ungu Harga Normal : Rp.... https://t.co/ISrSQ412d2"
"800612273731551232"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 15:10:15"	"null"	"null"	"Baby Boom Bonanza Sale Diskon hingga 50%,Info-->https://t.co/L31ZkvAy3c"
"800612244870627328"	"AdaDiskon"	"AdaDiskon.com"	"2016-11-21 15:10:08"	"null"	"null"	"Ladies, koleksi wanita Hush Puppies diskon hingga setengah harga! Serbuu https://t.co/gNM9Q3unsT"
"800612216038948868"	"maddoginfected"	"Maddog Infected™"	"2016-11-21 15:10:01"	"null"	"null"	"Dapatkan kupon diskon 20% #MADDOGINFECTED di @RetrogfBarber | Jln Kebangkitan Nasional 45B Surakarta https://t.co/VOpRB2K70Z"
"800611910831915009"	"Jalan2Bro"	"JALAN2BRO"	"2016-11-21 15:08:48"	"null"	"null"	"Folow Twitter dan IG kami , bisa dapat diskon liburan hingga 50% , pusat liburan murah hanya di https://t.co/lO1rZ1jBM9"
"800611436829380608"	"bravomilan1"	"bravoidiphone"	"2016-11-21 15:06:55"	"null"	"null"	"RT @GrabID: Dompet tipis di tanggal tua, bisa terselamatkan dgn promo 70% GrabBike! Cek info detilnya disini: https://t.co/joTk4kpVZi https…"
"800611326196207617"	"kredivo"	"Kredivo"	"2016-11-21 15:06:29"	"null"	"null"	"Dapatkan promo diskon 50% dengan maximum diskon Rp 50.000 setiap transaksi belanjamu di @sepulsa_id .Promo ini bela… https://t.co/i0qr9GHWBn"
"800611281908748288"	"plazapondokgede"	"Plaza Pondok Gede"	"2016-11-21 15:06:18"	"-6.28433172"	"106.91174854"	"Cuma 4 hari Followerssss!! Diskon 50% harganya mulai dari 35rb aja lho .. 📍Domino's Pizza Plaza… https://t.co/0QxbTRpJ0n"
"800611217798623232"	"Metro10Bangunan"	"Metro 10 Bangunan"	"2016-11-21 15:06:03"	"null"	"null"	"Dapatkan diskon 10% untuk pembelian semua produk dari Winn Gas! Harga mulai dari Rp.55.000,- s/d… [pic] — https://t.co/voM9G4eHhX"
"800611097908609024"	"AppetonID"	"AppetonID"	"2016-11-21 15:05:35"	"null"	"null"	"@cypasa_njay hai kak, kini susu awg dewasa sedang diskon hingga 35%. Untuk Pemesanan Silahkan hub cs kami di 0838 9999 5454. Terima Kasih"
"800611023765897216"	"rishariss"	"risha wulansari"	"2016-11-21 15:05:17"	"null"	"null"	"Kapan lagi bisa dapat diskon 10% untuk booking hotel dari https://t.co/LwqKsmRLq3? Caranya mudah, share promo ini!  https://t.co/CXUalepnVt"
"800610986323492864"	"GrabID"	"Grab Indonesia"	"2016-11-21 15:05:08"	"null"	"null"	"Dompet tipis di tanggal tua, bisa terselamatkan dgn promo 70% GrabBike! Cek info detilnya disini:… https://t.co/vSicWUKUtx"
"800610944602640384"	"vii_elviana"	"Elviana Pramithasari"	"2016-11-21 15:04:58"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800610841456418816"	"plazapondokgede"	"Plaza Pondok Gede"	"2016-11-21 15:04:33"	"-6.28433172"	"106.91174854"	"Tampil keren dengan Tomkins Followers .. Ada banyak banget koleksi kerennya, dan dapatkan diskon… https://t.co/AW7NfXTnAM"
"800610447841861632"	"klinikestetika"	"klinikestetika"	"2016-11-21 15:03:00"	"null"	"null"	"Kamu member BPJS Ketenagakerjaan? Yuk, segera ke #klinikestetikadraffandi! Ada diskon 10% (all single treatment) un… https://t.co/1fiYfnGXsk"
"800610382897233920"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 15:02:44"	"null"	"null"	"https://t.co/ZhG3n6ksPG FESTIVAL JALAN-JALAN! Diskon 50% & Cashback Hingga Rp 1 Juta Untuk Hotel, Tiket… https://t.co/dVZfGSOSyb"
"800610344506753024"	"sunyoungbee"	"Yuanita"	"2016-11-21 15:02:35"	"null"	"null"	"Full album 19 des? Duhhh lama amat, sisa duitnya mau buat beli2 euy, mumpung msh diskon skg ㅠㅠ"
"800610286851895296"	"pupcheol"	"naput"	"2016-11-21 15:02:21"	"null"	"null"	"@hoshiology synnara gaada diskon ternyata. hottracks tuh ada 2k"
"800610258615795712"	"rumahmadani"	"Rumah Madani"	"2016-11-21 15:02:14"	"null"	"null"	"Diskon 10% Couple Mutif Series Untuk bunda dan si kecil  tampil kompak bersama dalam berfashion muslim. Gamis... https://t.co/BYkCBp7pEB"
"800610250919247872"	"AppetonID"	"AppetonID"	"2016-11-21 15:02:13"	"null"	"null"	"APPETON ESSENSIALS MV21+ ----KINI DISKON 60%---- suplemen ini mengandung nutrisi penting untuk meningkatkan stamina… https://t.co/OjwE2qpxup"
"800610207940378624"	"AXAIndonesia"	"AXA Indonesia"	"2016-11-21 15:02:02"	"null"	"null"	"7. Hindari makanan beku 8. Manfaatkan kupon diskon. Dgn cara ini kamu dpt menghemat pengeluaran hingga ratusan ribu rupiah #RencanakanLebih"
"800610154781622273"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 15:01:50"	"null"	"null"	"A&W Premium Veggie Burger, Diskon 50% untuk pembelian ke 2 https://t.co/bKjBlJuVoB"
"800610043322253312"	"deeaspa"	"Ditha A Sudarto"	"2016-11-21 15:01:23"	"null"	"null"	"Salah satu bedak favorit saya saat ini. Very Me No Time for Shine Powder. 9gr. Lagi diskon lho, cuman Rp 65.000,- https://t.co/rBcuL26lUD"
"800609974795780097"	"BiGTiVi"	"BIGTV Indonesia"	"2016-11-21 15:01:07"	"null"	"null"	"Dapatkan diskon khusus berlangganan BIGTV secara online, gratis instalasi & gratis all channels. Daftar di… https://t.co/QX0Z0tocva"
"800609947847229440"	"Indovision_TV"	"Indovision Official"	"2016-11-21 15:01:00"	"null"	"null"	"Dapatkan diskon 20% di Kenny Rogers 🍗 dengan menggunakan voucher #IndovisionPriority. Download vouchernya di sini >… https://t.co/e4nMdo1W98"
"800609799947911168"	"kredivo"	"Kredivo"	"2016-11-21 15:00:25"	"null"	"null"	"Belanja di @VIPPlazaID diskon 50rb. Khusus transaksi pertama dgn Kredivo, berlaku hingga 12 Des. Daftar kredivo di… https://t.co/Hn3qoyC8pS"
"800609798383435776"	"TransvisionID"	"Transvision Official"	"2016-11-21 15:00:25"	"null"	"null"	"Ayo tambah dekoder untuk semua TV dirumah Anda & dapatkan Diskon 50%, Tanpa perlu tambah parabola. Info: 15000 60 https://t.co/3UHKVkilp5"
"800609703814373376"	"LawsonIndonesia"	"Lawson Indonesia"	"2016-11-21 15:00:02"	"null"	"null"	"Onigiri di Lawson? kini hadir dengan Diskon Rp 2.000. Yuk serbuuu~ https://t.co/9HCjRposGY"
"800609703298355200"	"cr34rt"	"Tony Liandouw"	"2016-11-21 15:00:02"	"null"	"null"	"Dapatkan diskon hingga Rp.30.000,- *berlaku minimum pembayaran, untuk 10 kali perjalanan.  Promo ini khusus untuk... https://t.co/9uuOfliF1D"
"800609701994123264"	"Indomaret"	"Indomaret"	"2016-11-21 15:00:02"	"null"	"null"	"Dapatkan DISKON hingga 75% untuk produk Aldo Robotic Cleaner Multi Sensor di #KlikIndomaret. Buruan belanja disini… https://t.co/oR9Rg8GI4m"
"800609701226369024"	"blanjacom"	"blanja.com"	"2016-11-21 15:00:02"	"null"	"null"	"CUMA HARI INI, khusus pmgng CC BCA bisa dapat DISKON hingga 85% & VOUCHER DISKON hingga 50%!   Klik >>… https://t.co/YCnoy6Ps6S"
"800609700769366016"	"DewiOk"	"Dewi Ok"	"2016-11-21 15:00:01"	"null"	"null"	"DISKON BESAR 25% all item bahan Dobby kualitas standar hotel berbintang yang bikin kamu terasa berbaring dengan... https://t.co/Ui7UgTps4c"
"800609699800514560"	"Bluebirdgroup"	"Blue Bird Group"	"2016-11-21 15:00:01"	"null"	"null"	"Diskon hingga 30ribu rupiah untuk 10 kali perjalanan khusus pengguna Kartu Kredit berlogo Mastercard! Pesan sekaran… https://t.co/xG5HXPtsIO"
"800609697103577089"	"mustang88fm"	"Mustang 88.0 Jakarta"	"2016-11-21 15:00:01"	"null"	"null"	"Asyik! Dapet diskon 50rb* dari @orami_id pk kode ORAMI-MS50. Buruan cuma utk 300 org pertama! T&C apply ya. KLIK >… https://t.co/2xpLkeRbFH"
"800609695798960129"	"InfoSuperIndo"	"SuperIndoSupermarket"	"2016-11-21 15:00:00"	"null"	"null"	"Menyambut Hari Ikan Nasional, yuk dptkan diskon 20% untuk aneka ikan super segar di Super Indo. Bisa langsung dibak… https://t.co/RlEMBMASzf"
"800609669861380097"	"facchan_"	"Zulfa Salsabila"	"2016-11-21 14:59:54"	"null"	"null"	"Nanti bakal ada upload lagi yaa. Yuk dilihat! BOOTS https://t.co/cZn9s2ZxKV TAS https://t.co/cZn9s2ZxKV DISKON https://t.co/7fshXNYZmL"
"800609596788215809"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 14:59:37"	"null"	"null"	"https://t.co/ZhG3n6ksPG Promo Groovy Monday! Diskon Up To Rp 300.000 Setiap Hari Senin https://t.co/vpRKAon1Tw"
"800609515200741377"	"LeuitRestoBogor"	"Leuit Resto Bogor"	"2016-11-21 14:59:17"	"null"	"null"	"Bulan ini, untuk 2 pemenang #KuisLeuitRestoBogor bakal dapetin diskon 10% untuk bersantap di de'Leuit atau Leuit Ageung."
"800609384426442752"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 14:58:46"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/M0HYQVfk60"
"800609324426891264"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 14:58:32"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/wOpWFizHwc"
"800609001771646976"	"ctr_rkmn"	"👽"	"2016-11-21 14:57:15"	"null"	"null"	"AirAsia Domestik/international diskon 20-30% dari harga tiketdotcom/traveloka. Diskon sama untuk all maskapai internasional. Yok di PM ✈️✈️"
"800608943688925184"	"IM3OoredooMTR"	"IM3 Ooredoo MTR"	"2016-11-21 14:57:01"	"null"	"null"	"Nikmati #StreamOnTerus lagu-lagu update di Spotify Premium tanpa jeda iklan, diskon 50% dengan #FreedomCombo!… https://t.co/TW9DTlFuRy"
"800608941340119040"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 14:57:00"	"null"	"null"	"https://t.co/MBpbzHOhy6 Promo FREE Voucher Diskon Rp 25.000 Dengan Minimum Pembelian Rp 50.000 Khusus Untuk… https://t.co/a66M0m4RZ9"
"800608899434852352"	"haihaeun"	"k"	"2016-11-21 14:56:50"	"null"	"null"	"@haidoyeon domino's lg diskon"
"800608666734891008"	"Adventures14"	"Outdoor Equipment"	"2016-11-21 14:55:55"	"null"	"null"	"Pre order DEUTER diskon 40% tinggal 4 hari lagi ya gaes.. Syarat & ketentuan berlaku. Detail/order WA 08990221553 B… https://t.co/Ch2tHTAwIW"
"800608512279576577"	"ArisDMN"	"Aris Darmawan"	"2016-11-21 14:55:18"	"null"	"null"	"#DISKONGEDE New Balance MRT580MN ""Revlite"" DISKON JADI ➡RP : 699.000,- (Nett +  FREE… https://t.co/a2QWpqBcHW"
"800608509347831810"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 14:55:17"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/29ZIFE9PjI"
"800608310235799552"	"tinggiinbadan1"	"SEHAT ALAMI"	"2016-11-21 14:54:30"	"null"	"null"	"PROMO TIENS, meninggikan Badan 2-10 cm dalam 30 hari. Invit 29A2D527 sms 085642236122 #Diskon #murah"
"800608302627430400"	"poinweb"	"poin-web"	"2016-11-21 14:54:28"	"null"	"null"	"Diskon Terbaik untuk Keluarga Anda!! Lazada Family Superstar Week, 18-24 November 2016 cash back up to 7% https://t.co/WaqsQUZEkX"
"800607755300048896"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 14:52:18"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/9YHIpHfhLf"
"800607321848037376"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 14:50:34"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/ixbNed8qvx"
"800607088669966336"	"kakabeBDG"	"saori kakabe"	"2016-11-21 14:49:39"	"null"	"null"	"Kaos Kaki Pria ya Kanik Mensocks ..  Diskon sampai dengan 50%   Hanya di : https://t.co/dAjrUDYiyj https://t.co/f5cn1e69pp"
"800606761572933632"	"iradioBJM"	"90.1 FM iradio BJM"	"2016-11-21 14:48:21"	"null"	"null"	"I-listeners yuk buruan ke @GrandDafamBJB peket ulang tahun diskon 30% syarat dan ketentuan berlaku. https://t.co/3ir8rZA3S5"
"800606701250641920"	"radatime"	"RaDa Time Jam Tangan"	"2016-11-21 14:48:06"	"null"	"null"	"New Arrival! Daniel Wellington Classic Bristol 36mm (DW00100137). Diskon 25% kini hanya Rp 2.138.000 saja. Klik… https://t.co/BPOsiorJf1"
"800606668782333952"	"yuniramasita"	"Tambunanyuni"	"2016-11-21 14:47:59"	"null"	"null"	"Utk daerah kota bisa order produk2 oriflame yg lg diskon sama mba Diah Santia yg stay di Milka holic... https://t.co/7DfYtsBkiG"
"800606447344070656"	"HotelTiket"	"Hotel Tiket Pesawat"	"2016-11-21 14:47:06"	"null"	"null"	"Nikmati Promo of The Week booking hotel murah di Indonesia  diskon s.d 67% https://t.co/U7XywHXBRZ  #PromoHotel #HotelMurah #Liburan #Hotel"
"800606409704386560"	"NopanBaihaqi"	"M Novan Baihaqi"	"2016-11-21 14:46:57"	"null"	"null"	"RT @YouthZone46: Diskon 10% khusus buku terbitan Kompas Gramedia dengan Kartu BNI #BNIPromo Info : https://t.co/JkNECWKDwG https://t.co/AGz…"
"800605957566951424"	"permata_me"	"PermataMe"	"2016-11-21 14:45:09"	"null"	"null"	"Gunakan PermataShoppingCard untuk dapat diskon 50% di toko online terpilih & cashback 5% di semua toko online.  Cek… https://t.co/F9DF0WgYEO"
"800605925493080065"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 14:45:01"	"null"	"null"	"HOLLAND BAKERY Diskon hingga 20% dengan MANDIRI FIESTAPOIN berlaku sd. 31 Agustus 2017 https://t.co/SUWCNHonhv"
"800605900415209474"	"pupcheol"	"naput"	"2016-11-21 14:44:55"	"null"	"null"	"@hoshiology kemaren svt sih aku po diskon 7% kalo gasalah? harga ponya 27,500 jadi 7% sekitar 5rban? tapi aku ga nemu yang jual offline sih"
"800605687755571201"	"ArisDMN"	"Aris Darmawan"	"2016-11-21 14:44:05"	"null"	"null"	"#DISKONGEDE Adidas Alphabounce Black White DISKON JADI :  ➡RP : 1.699.000 (Nett + FREE… https://t.co/TzxPI6VcCL"
"800605675537604608"	"viitaeh_"	"Mphii"	"2016-11-21 14:44:02"	"null"	"null"	"@Hollyswgar diskon apa yak ? Kwkw"
"800605657300811776"	"LeylaHana"	"Leyla Hana"	"2016-11-21 14:43:57"	"null"	"null"	"RT @milkteabunda: Mau dpt diskon? Bisa! masukin kode KBGNH31 di website @GrowNHealth & dptin diskon 10% https://t.co/FyGsaqTbni #maduanak #…"
"800605544666906625"	"detik_topi"	"TRUSTED SELLER"	"2016-11-21 14:43:31"	"null"	"null"	"#topi #brixton #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #style… https://t.co/7mgthITfKp"
"800605541567336449"	"TokoMaskerWajah"	"cantik sehat"	"2016-11-21 14:43:30"	"null"	"null"	"Untuk konsumen kami silahkan add line official kami dgn id ""@ dokterherbal"" (Pake @ tanpa spasi) yg order via line official kami diskon 20%."
"800605537821859840"	"Hollyswgar"	"Minyung [SH]"	"2016-11-21 14:43:29"	"null"	"null"	"@viitaeh_ yaudah mau diskon apaa ni :""v .g"
"800605237824208897"	"tunanganjww"	"pinky"	"2016-11-21 14:42:17"	"null"	"null"	"@bisanyanyi buat kamu ada diskon spesial ka"
"800605108698349568"	"win_mutzz"	"Win Marissa"	"2016-11-21 14:41:47"	"null"	"null"	"Saleee!!!akhir tahun, diskon produk flaneltosca_shop 21-30 nov. Cek tokopedia gan!!😊😊👍"
"800605035356790786"	"nurmalitady"	"Nurmalita Dwiyanti"	"2016-11-21 14:41:29"	"null"	"null"	"RT @ayrahijabku: Assalamualaikum, ayraku. Mulai hari ini, Ayra memberikan diskon 10% setiap pembelian produk ayra. S&K berlaku, hubungi Lin…"
"800604765164081152"	"restongalam"	"Resto Ngalam"	"2016-11-21 14:40:25"	"null"	"null"	"Diskon 10% untuk menu2 pilihan di Resto Ngalam cabang Karawaci. Berlaku Senin - Rabu, kecuali hari libur nasional https://t.co/6uRApWtPeI"
"800604751050117120"	"efviel"	"efviel"	"2016-11-21 14:40:21"	"null"	"null"	"Belanja aman dan terpercaya check it now https://t.co/jfvVR2dW4t ##diskon #ollshop #shoping"
"800604734675709952"	"radatime"	"RaDa Time Jam Tangan"	"2016-11-21 14:40:17"	"null"	"null"	"New Arrival! Daniel Wellington Classic Bristol 36mm (DW00100137). Diskon 25% kini hanya Rp 2.138.000 saja . .... https://t.co/MQavX72yTP"
"800604411819163649"	"travelioid"	"Travelio.com"	"2016-11-21 14:39:00"	"null"	"null"	"KHUSUS BUAT KAMU! #SewaRumah #SewaApartemen #SewaVilla diskon 30%* nih!  CEK DULU > https://t.co/SdGHie0iz4 https://t.co/DR9puiHN9O"
"800603681489985536"	"sandipolibag"	"sandi irawan"	"2016-11-21 14:36:06"	"null"	"null"	"#Adv Dapetin diskon 20% untuk semua treatment di ShoesAndCare. Promo berlaku bagi pelajar dan cuma di hari Sabtu ya. Buruan! #StudentDay Co…"
