"id"	"username"	"name"	"created_at"	"lat"	"long"	"status"
"800619775571304448"	"CoupleKemeja"	"kemeja couple"	"2016-11-21 15:40:03"	"null"	"null"	"Wajirk LP navi Couple  120rb SMS/WA:085723477888  #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/uMZvIRsswC"
"800619575674949632"	"GoGoBli"	"GogoBli"	"2016-11-21 15:39:16"	"null"	"null"	"Produk Wardah Kosmetik terlengkap hanya di Gogobli, lagi diskon #promo #diskon #special https://t.co/cbj8JTQNK8"
"800618551761629184"	"dyna_Indonesia"	"dyna Indonesia"	"2016-11-21 15:35:12"	"null"	"null"	"Msh ada Promo #Diskon Lazada loh utk produk Dyna sprti di bawah ini.Yuk buruan order di sini https://t.co/nbm3CnbRCE https://t.co/aYFNwv7CCh"
"800618487144005632"	"BajuCouplePacar"	"Dress Couple"	"2016-11-21 15:34:56"	"null"	"null"	"Rudolp lp merah Couple  120rb SMS/WA:085723477888  #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/vKspqde9m2"
"800617759201640450"	"BajuPacaran"	"Kaos Couple Import"	"2016-11-21 15:32:03"	"null"	"null"	"Baju Family Rock Coco  120rb SMS/WA:085723477888  #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/ARAGhIIpw7"
"800617397031796736"	"MalMetropolitan"	"Mal Metropolitan Bks"	"2016-11-21 15:30:36"	"null"	"null"	"Stay Fit Keep Active dengan @SHAGA_ID #MetMal Bekasi Lt. 1 dan nikmati #diskon hingga 70% untuk alat olahraga. https://t.co/8F0ALb2Ay3"
"800617304019058688"	"Huzoraonline"	"Huzora.com"	"2016-11-21 15:30:14"	"null"	"null"	"#kalenghias #kotakHias #flower https://t.co/Gg2livlaar #homedecoration #homeliving #huzora#olshop #followme #diskon… https://t.co/w2sB2QRTma"
"800616736902955008"	"DressCouple"	"DressCoupleId"	"2016-11-21 15:27:59"	"null"	"null"	"Selfin Couple  145rb SMS/WA:085723477888  #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/jo4gd97dGJ"
"800612559954903040"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 15:11:23"	"null"	"null"	"Jakmall Promo Sprint Harbolnas - Gebrakan Diskon + Harga Special https://t.co/yVYVfNiVH0 #diskon"
"800608310235799552"	"tinggiinbadan1"	"SEHAT ALAMI"	"2016-11-21 14:54:30"	"null"	"null"	"PROMO TIENS, meninggikan Badan 2-10 cm dalam 30 hari. Invit 29A2D527 sms 085642236122 #Diskon #murah"
"800605544666906625"	"detik_topi"	"TRUSTED SELLER"	"2016-11-21 14:43:31"	"null"	"null"	"#topi #brixton #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #style… https://t.co/7mgthITfKp"
"800604751050117120"	"efviel"	"efviel"	"2016-11-21 14:40:21"	"null"	"null"	"Belanja aman dan terpercaya check it now https://t.co/jfvVR2dW4t ##diskon #ollshop #shoping"
"800601328426721284"	"lovinasinta"	"lovina"	"2016-11-21 14:26:45"	"null"	"null"	"RT @AParayudha: Welcome to Nagoya Mansion Hotel & Residence Batam #pesonaindonesia #indonesiabanget #diskon #hotel https://t.co/CoIsSuslF5…"
"800600954349305856"	"Travelnow6"	"sonya Hapsari"	"2016-11-21 14:25:16"	"null"	"null"	"RT @JagoPromotion: Paket Liburan dan perjalanan Bisnis yang hemat #booking via *TRAVELOKA*  #diskon #enjoy #best #batam klik disini : https…"
"800600455399079938"	"indonesiadeal"	"Indonesia Deal"	"2016-11-21 14:23:17"	"null"	"null"	"RT @LarasJ9: Prasmanan selera nusantara 65k senin-jumat jam 11.00-14.00 Resv 081363009198 #batam #enjoy #best #diskon https://t.co/97JOXYkO…"
"800600426089328640"	"indonesiadeal"	"Indonesia Deal"	"2016-11-21 14:23:10"	"null"	"null"	"RT @HalakhCreative: AGODA pasti harga terbaik dan #hotel terbaik #booking #enjoy #batam #diskon klik disini : https://t.co/lu6i5BI6Ku  http…"
"800599892959735808"	"NoBarSolo"	"ENJOY BATAM"	"2016-11-21 14:21:03"	"null"	"null"	"RT @Rubrys: #hotel di #batam #diskon #booking #nagoyamansion  alokasi strategis langsung https://t.co/QWijbW7Wgd klik : https://t.co/f0wa2G…"
"800599866623700992"	"NoBarSolo"	"ENJOY BATAM"	"2016-11-21 14:20:57"	"null"	"null"	"RT @lovinasinta: Paket Liburan dan perjalanan Bisnis yang hemat #booking via *TRAVELOKA*  #diskon #enjoy #best #batam klik disini : https:/…"
"800597169426173952"	"efviel"	"efviel"	"2016-11-21 14:10:14"	"null"	"null"	"Promo diskon murah hanya di https://t.co/1yXuN4e98o #bukalapak ##diskon #ollshop #shoping"
"800594724121812992"	"bec_bintaro"	"BEC BINTARO"	"2016-11-21 14:00:31"	"null"	"null"	"""Wednesday is Community Day"" #diskon 25% main billiard bersama komunitas-mu di Breaktimebec | Info: 021-29519618 https://t.co/chPkDS6mZ7"
"800594657696694272"	"Huzoraonline"	"Huzora.com"	"2016-11-21 14:00:15"	"null"	"null"	"#Celengan #MiniBank #owl https://t.co/gLoctqLeyD #huzora #olshop #followme #diskon #promo #jogja #Indonesia #lucu… https://t.co/ygQDPOagOH"
"800591381949337600"	"X_SKAsuka"	"Tyan X"	"2016-11-21 13:47:14"	"null"	"null"	"Berbagai marchendise tipe-x ada di sini, #invit 7A2C0EE6, beli #murah #diskon"
"800591325334827008"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:47:00"	"null"	"null"	"#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/0kydK9HwIH"
"800591249233289216"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:46:42"	"null"	"null"	"#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/iHZuyHARsp"
"800591249229094912"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:46:42"	"null"	"null"	"#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/cLBLshiu5G"
"800591249195601921"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:46:42"	"null"	"null"	"#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/T4c3Yuq9oQ"
"800591248839110656"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:46:42"	"null"	"null"	"#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/1dkueFYf7e"
"800591203871768576"	"867Evo"	"evo"	"2016-11-21 13:46:31"	"null"	"null"	"Booking Hotel lebih Murah via pegi pegi   >>https://t.co/irWuVDR30t   #Hotel #diskon #Liburan #Penginapan #Travel"
"800591090525110272"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:46:04"	"null"	"null"	"#onlineonly #diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/uJZ8iVJajt"
"800591090487169024"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:46:04"	"null"	"null"	"#onlineonly #diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/gcwTVZhfM5"
"800587487705964546"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:31:45"	"null"	"null"	"#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/VNeNSF0UcQ"
"800587487680851968"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:31:45"	"null"	"null"	"#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/bt1tKaKnhK"
"800587487135600640"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 13:31:45"	"null"	"null"	"#diskon #promosi Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/XJSbiQ2W7j"
"800587486862790657"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 13:31:45"	"null"	"null"	"#diskon #promosi Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/KiuOTZbRCj"
"800587486691000321"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 13:31:45"	"null"	"null"	"#diskon #promosi Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/r4aHg84KNu"
"800587486682640384"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 13:31:45"	"null"	"null"	"#diskon #promosi Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/sk8vqutuz4"
"800587486628028416"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 13:31:45"	"null"	"null"	"#diskon #promosi Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/hdldxTnoNZ"
"800586734572486656"	"detik_topi"	"TRUSTED SELLER"	"2016-11-21 13:28:46"	"null"	"null"	"#topi #fox #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #style… https://t.co/omzOFmK7x5"
"800586604045684736"	"SopDurenLodaya"	"Sop Durian Lodaya"	"2016-11-21 13:28:15"	"null"	"null"	"Kawula muda Pulau Dewata... Serbuuu !!!! #DISKON 30% spesial Pelajar dan Mahasiswa di #CabangDenpasar https://t.co/pYyS0P0ASd"
"800585209628409856"	"PeninggiGrosir"	"Invite 7E8FBFE5"	"2016-11-21 13:22:42"	"null"	"null"	"PROMO BESAR PENINGGI BADAN TIENS, order yuk, invit 29A2D527 SMS 085642236122. #Tiens #Murah #promo #diskon #sragen #s ##InfoJatim #Retweet"
"800583612865384448"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:16:22"	"null"	"null"	"#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/m5B3BYPFMm"
"800583612806508544"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:16:22"	"null"	"null"	"#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/WSnAAlPZ2S"
"800583602564120576"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:16:19"	"null"	"null"	"#diskon Erafone Apple iPhone 5S November Deals - Harga Spesial Mulai Rp. 3.999.000 https://t.co/uhQXbtAEj4"
"800582071240577024"	"efviel"	"efviel"	"2016-11-21 13:10:14"	"null"	"null"	"Belanja aman dan terpercaya check it now https://t.co/p3xKPQ3tTT ##diskon #ollshop #shoping"
"800581411920965632"	"BETAHOLIDAY"	"Tiket & Hotel"	"2016-11-21 13:07:37"	"null"	"null"	"Lebih MURAH 262.000 dari Traveloka #serbapromosi #infosurabaya #tiket #diskon #bandung #garuda #kompastv #lionair https://t.co/tweIoNo735"
"800580592802955264"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:04:22"	"null"	"null"	"#diskon Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/4YEkXUQ9ud"
"800580592777641984"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:04:22"	"null"	"null"	"#diskon Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/Dh28LGiFva"
"800579935467208704"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 13:01:45"	"null"	"null"	"#diskon Erafone Apple iPhone 5S November Deals - Harga Spesial Mulai Rp. 3.999.000 https://t.co/Hqy906Se4T"
"800574377641160705"	"DISKONBATIK"	"DISKON BATIK"	"2016-11-21 12:39:40"	"null"	"null"	"RT @GrabHotel: Sajian Kuliner Terbaik di #batam #enjoy #diskon via AGODA klik disini untuk pilihan paket hemat : https://t.co/xwpK0q2Fjp ht…"
"800572229398315008"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 12:31:08"	"null"	"null"	"Air Asia Go Promo Best Hotel Sale - Diskon 60% https://t.co/mNSy6zbNla #diskon"
"800572161756774400"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 12:30:51"	"null"	"null"	"Air Asia Promo Santap Hemat - Beli Menu Santan Combo Meal Cuma Rp. 33.900 https://t.co/8jy85KNR64 #diskon"
"800572134728732672"	"867Evo"	"evo"	"2016-11-21 12:30:45"	"null"	"null"	"Booking Hotel lebih Murah via pegi pegi>> https://t.co/irWuVDR30t #Hotel #diskon #Promo #Liburan #Penginapan"
"800572007402246144"	"JasaPerantara"	"Jasa Perantara"	"2016-11-21 12:30:15"	"null"	"null"	"#Diskon 56% menjadi Rp 3.045.491,64! Beli = https://t.co/wXQnD2yniw #eBay = https://t.co/4U4kV0t8NL #sale https://t.co/pBIzrGnSJs"
"800570960847867904"	"wahyu_winoto"	"wahyu winoto"	"2016-11-21 12:26:05"	"null"	"null"	"Dengarkanlah lagu rinduku ini.dengan begitu, aku akan lebih tenang di sini. #diskon"
"800570231408078848"	"DISKONBATIK"	"DISKON BATIK"	"2016-11-21 12:23:11"	"null"	"null"	"RT @LarasJ9: Prasmanan selera nusantara 65k senin-jumat jam 11.00-14.00 Resv 081363009198 #batam #enjoy #best #diskon https://t.co/97JOXYkO…"
"800569944148557824"	"DISKONBATIK"	"DISKON BATIK"	"2016-11-21 12:22:03"	"null"	"null"	"RT @JagoPromotion: Paket Liburan dan perjalanan Bisnis yang hemat #booking via *TRAVELOKA*  #diskon #enjoy #best #batam klik disini : https…"
"800569395760107520"	"Hemat_Liburan"	"Liburan Hemat"	"2016-11-21 12:19:52"	"null"	"null"	"yuk #liburan ke #bali #hotel lagi #diskon besar2an cek harga disini https://t.co/VzmmEomzK9  #HotelMurah https://t.co/9Mrv6EF9qw"
"800569087990472704"	"Hotel2Murah"	"Hotel Murah"	"2016-11-21 12:18:39"	"null"	"null"	"yuk #liburan ke #bali #hotel lagi #diskon besar2an cek harga disini https://t.co/KVSEeOmn3G   #HotelMurah https://t.co/Zuj3Mav22h"
"800568058725089280"	"detik_topi"	"TRUSTED SELLER"	"2016-11-21 12:14:33"	"null"	"null"	"#topi #fila #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #style… https://t.co/JLzscqNqz6"
"800567846182928388"	"detik_topi"	"TRUSTED SELLER"	"2016-11-21 12:13:43"	"null"	"null"	"#topi #spongebob #import #snapback #sport #keren #swag #jual #jualbeli #diskon #murah #olshop #fashion #bandung https://t.co/hfaXBQPM1d"
"800566951982473216"	"efviel"	"efviel"	"2016-11-21 12:10:09"	"null"	"null"	"Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/a7WQxzx5XQ ##diskon #ollshop #shoping"
"800563992083058688"	"buku_rasa"	"Billionaire Store"	"2016-11-21 11:58:24"	"null"	"null"	"Besok hari terakhir Pre Order Komik Jago Jualan | info Pin D30A1D62 Wa 083835911202 #diskon 50% https://t.co/uBZZtx4zgF"
"800562668171980800"	"GreatBatam"	"Batam Great"	"2016-11-21 11:53:08"	"null"	"null"	"RT @AParayudha: One bite is not enough for you.....mini tiramisu served at Barbekyu Pojok Kuliner #indonesiabanget #diskon #hotel https://t…"
"800560988198203394"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:46:27"	"null"	"null"	"#onlineonly #diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/UxFrdQAjso"
"800560984737792000"	"867Evo"	"evo"	"2016-11-21 11:46:27"	"null"	"null"	"Pesan #Hotel di #Malang via https://t.co/oF5c4oifB6 lebih murah >>https://t.co/NpUcZOKkwQ   #Penginapan #HotelMurah #Diskon"
"800560715773845508"	"Hotel2Murah"	"Hotel Murah"	"2016-11-21 11:45:22"	"null"	"null"	"Booking Hotel lebih Murah via pegi pegi   >>https://t.co/4bbcH8AOsT   #Hotel #diskon #Liburan #Penginapan https://t.co/6E3opkzKM2"
"800553319592816640"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:15:59"	"null"	"null"	"#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/TFvDIbmoGn"
"800553319575891968"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:15:59"	"null"	"null"	"#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/mI0mUXmzuM"
"800553296909963265"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:15:54"	"null"	"null"	"#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/CnDL0EiDDO"
"800553296847052800"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:15:54"	"null"	"null"	"#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/vB1yIVtrip"
"800553296687529984"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:15:54"	"null"	"null"	"#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/pDMiqLPe07"
"800549483402493952"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:00:44"	"null"	"null"	"#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/6HYXGEjeeV"
"800549483188813824"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:00:44"	"null"	"null"	"#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/extNhKjaZS"
"800549483062837248"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:00:44"	"null"	"null"	"#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/a7OeXOByAG"
"800549482953904128"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:00:44"	"null"	"null"	"#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/f5SW0dfR1E"
"800549477857759232"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 11:00:43"	"null"	"null"	"#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/2FqsQJDFBj"
"800546780957970432"	"kulinaID"	"Kulina"	"2016-11-21 10:50:00"	"null"	"null"	"November Hujan Diskon Rp 75rb u/ semua menu di #Kulina | Cuma sampai hari ini. Buruan! #diskon #catering #Jakarta… https://t.co/aHtCGkgLNx"
"800544360253095936"	"efviel"	"efviel"	"2016-11-21 10:40:23"	"null"	"null"	"Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/PzkY7NqOtE ##diskon #ollshop #shoping"
"800541965871763457"	"gmyesaya"	"Yesaya A Silalahi"	"2016-11-21 10:30:52"	"null"	"null"	"diskon belanja di https://t.co/JraeF6Ymxv dg menggunakan kode voucher:ZBAPZG47 #fashion #diskon #voucher #belanja"
"800541941188345856"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 10:30:46"	"null"	"null"	"#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/IpSZG5URAd"
"800541941142167552"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 10:30:46"	"null"	"null"	"#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/xJnpSWqTum"
"800541940944994304"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 10:30:46"	"null"	"null"	"#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/KDPMhXvikW"
"800541940915703808"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 10:30:46"	"null"	"null"	"#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/VbC46xH8fV"
"800541940815110144"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 10:30:46"	"null"	"null"	"#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/nlCNfSN3Cd"
"800539718618259456"	"SopDurenLodaya"	"Sop Durian Lodaya"	"2016-11-21 10:21:56"	"null"	"null"	"Kemarin ketinggalan #DISKON 50%?? Tenang Masih Ada #DISKON 50% di #CabangDipatiukur Bandung... https://t.co/PqpPQ5H0pG"
"800538617114284032"	"detik_topi"	"TRUSTED SELLER"	"2016-11-21 10:17:34"	"null"	"null"	"#topi #MLB #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #style… https://t.co/t3KX74RcIY"
"800536820228374528"	"efviel"	"efviel"	"2016-11-21 10:10:25"	"null"	"null"	"Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/gAnqdBT7J2 ##diskon #ollshop #shoping"
"800534498072875008"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 10:01:12"	"null"	"null"	"Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/qzzplseaQB #diskon"
"800534467039236096"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 10:01:04"	"null"	"null"	"Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/p4UJe5GGko #diskon"
"800534197852979200"	"VIPPlazaID"	"VIP Plaza"	"2016-11-21 10:00:00"	"null"	"null"	"Shop More Save More! Diskon belanja IDR50K dengan kode “MORE50” di sini https://t.co/q7tdYk7B88 #Senin #Promo… https://t.co/LHXCHHaQLD"
"800530858486677504"	"GilaPromoDotCom"	"GilaPromo"	"2016-11-21 09:46:44"	"null"	"null"	"#onlineonly #diskon Alfacart Promo Senin Hemat - Diskon Rp. 100.000 https://t.co/g6YOFHKZHq"
"800530789834235904"	"867Evo"	"evo"	"2016-11-21 09:46:28"	"null"	"null"	"Booking Hotel lebih Murah via pegi pegi   >>https://t.co/irWuVDR30t   #Hotel #diskon #Liburan #Penginapan #Travel"
"800529263036243968"	"efviel"	"efviel"	"2016-11-21 09:40:24"	"null"	"null"	"Belanja aman dan terpercaya check it now  https://t.co/dxQto2hr9u ##diskon #ollshop #shoping"
"800528174064906242"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 09:36:04"	"null"	"null"	"PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/XZjHXOYcOO #diskon"
"800528169002405888"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 09:36:03"	"null"	"null"	"Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/LBPyE0iXS5 #diskon"
"800524208052670464"	"Info_Hotels_ier"	"Info Hotels-Hotelier"	"2016-11-21 09:20:18"	"null"	"null"	"RT @Dealspromo: #hotel #di #batam Dapatkan #diskon https://t.co/oqafSvAQ0b     #promo Terbaik dipesan disini: https://t.co/Co1hvvgrkA https…"
