id,username,name,created_at,lat,long,status
8.00572E+17,867Evo,evo,11/21/2016 12:30,null,null,Booking Hotel lebih Murah via pegi pegi>> https://t.co/irWuVDR30t #Hotel #diskon #Promo #Liburan #Penginapan
8.00572E+17,JasaPerantara,Jasa Perantara,11/21/2016 12:30,null,null,"#Diskon 56% menjadi Rp 3.045.491,64! Beli = https://t.co/wXQnD2yniw #eBay = https://t.co/4U4kV0t8NL #sale https://t.co/pBIzrGnSJs"
8.00571E+17,wahyu_winoto,wahyu winoto,11/21/2016 12:26,null,null,"Dengarkanlah lagu rinduku ini.dengan begitu, aku akan lebih tenang di sini. #diskon"
8.0057E+17,DISKONBATIK,DISKON BATIK,11/21/2016 12:23,null,null,RT @LarasJ9: Prasmanan selera nusantara 65k senin-jumat jam 11.00-14.00 Resv 081363009198 #batam #enjoy #best #diskon https://t.co/97JOXYkO…
8.0057E+17,DISKONBATIK,DISKON BATIK,11/21/2016 12:22,null,null,RT @JagoPromotion: Paket Liburan dan perjalanan Bisnis yang hemat #booking via *TRAVELOKA*  #diskon #enjoy #best #batam klik disini : https…
8.00569E+17,Hemat_Liburan,Liburan Hemat,11/21/2016 12:19,null,null,yuk #liburan ke #bali #hotel lagi #diskon besar2an cek harga disini https://t.co/VzmmEomzK9  #HotelMurah https://t.co/9Mrv6EF9qw
8.00569E+17,Hotel2Murah,Hotel Murah,11/21/2016 12:18,null,null,yuk #liburan ke #bali #hotel lagi #diskon besar2an cek harga disini https://t.co/KVSEeOmn3G   #HotelMurah https://t.co/Zuj3Mav22h
8.00568E+17,detik_topi,TRUSTED SELLER,11/21/2016 12:14,null,null,#topi #fila #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #style… https://t.co/JLzscqNqz6
8.00568E+17,detik_topi,TRUSTED SELLER,11/21/2016 12:13,null,null,#topi #spongebob #import #snapback #sport #keren #swag #jual #jualbeli #diskon #murah #olshop #fashion #bandung https://t.co/hfaXBQPM1d
8.00567E+17,efviel,efviel,11/21/2016 12:10,null,null,Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/a7WQxzx5XQ ##diskon #ollshop #shoping
8.00564E+17,buku_rasa,Billionaire Store,11/21/2016 11:58,null,null,Besok hari terakhir Pre Order Komik Jago Jualan | info Pin D30A1D62 Wa 083835911202 #diskon 50% https://t.co/uBZZtx4zgF
8.00563E+17,GreatBatam,Batam Great,11/21/2016 11:53,null,null,RT @AParayudha: One bite is not enough for you.....mini tiramisu served at Barbekyu Pojok Kuliner #indonesiabanget #diskon #hotel https://t…
8.00561E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:46,null,null,#onlineonly #diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/UxFrdQAjso
8.00561E+17,867Evo,evo,11/21/2016 11:46,null,null,Pesan #Hotel di #Malang via https://t.co/oF5c4oifB6 lebih murah >>https://t.co/NpUcZOKkwQ   #Penginapan #HotelMurah #Diskon
8.00561E+17,Hotel2Murah,Hotel Murah,11/21/2016 11:45,null,null,Booking Hotel lebih Murah via pegi pegi   >>https://t.co/4bbcH8AOsT   #Hotel #diskon #Liburan #Penginapan https://t.co/6E3opkzKM2
8.00553E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:15,null,null,#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/TFvDIbmoGn
8.00553E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:15,null,null,#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/mI0mUXmzuM
8.00553E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:15,null,null,#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/CnDL0EiDDO
8.00553E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:15,null,null,#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/vB1yIVtrip
8.00553E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:15,null,null,#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/pDMiqLPe07
8.00549E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:00,null,null,#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/6HYXGEjeeV
8.00549E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:00,null,null,#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/extNhKjaZS
8.00549E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:00,null,null,#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/a7OeXOByAG
8.00549E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:00,null,null,#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/f5SW0dfR1E
8.00549E+17,GilaPromoDotCom,GilaPromo,11/21/2016 11:00,null,null,#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/2FqsQJDFBj
8.00547E+17,kulinaID,Kulina,11/21/2016 10:50,null,null,November Hujan Diskon Rp 75rb u/ semua menu di #Kulina | Cuma sampai hari ini. Buruan! #diskon #catering #Jakarta… https://t.co/aHtCGkgLNx
8.00544E+17,efviel,efviel,11/21/2016 10:40,null,null,Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/PzkY7NqOtE ##diskon #ollshop #shoping
8.00542E+17,gmyesaya,Yesaya A Silalahi,11/21/2016 10:30,null,null,diskon belanja di https://t.co/JraeF6Ymxv dg menggunakan kode voucher:ZBAPZG47 #fashion #diskon #voucher #belanja
8.00542E+17,GilaPromoDotCom,GilaPromo,11/21/2016 10:30,null,null,#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/IpSZG5URAd
8.00542E+17,GilaPromoDotCom,GilaPromo,11/21/2016 10:30,null,null,#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/xJnpSWqTum
8.00542E+17,GilaPromoDotCom,GilaPromo,11/21/2016 10:30,null,null,#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/KDPMhXvikW
8.00542E+17,GilaPromoDotCom,GilaPromo,11/21/2016 10:30,null,null,#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/VbC46xH8fV
8.00542E+17,GilaPromoDotCom,GilaPromo,11/21/2016 10:30,null,null,#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/nlCNfSN3Cd
8.0054E+17,SopDurenLodaya,Sop Durian Lodaya,11/21/2016 10:21,null,null,Kemarin ketinggalan #DISKON 50%?? Tenang Masih Ada #DISKON 50% di #CabangDipatiukur Bandung... https://t.co/PqpPQ5H0pG
8.00539E+17,detik_topi,TRUSTED SELLER,11/21/2016 10:17,null,null,#topi #MLB #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #style… https://t.co/t3KX74RcIY
8.00537E+17,efviel,efviel,11/21/2016 10:10,null,null,Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/gAnqdBT7J2 ##diskon #ollshop #shoping
8.00534E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 10:01,null,null,Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/qzzplseaQB #diskon
8.00534E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 10:01,null,null,Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/p4UJe5GGko #diskon
8.00534E+17,VIPPlazaID,VIP Plaza,11/21/2016 10:00,null,null,Shop More Save More! Diskon belanja IDR50K dengan kode “MORE50” di sini https://t.co/q7tdYk7B88 #Senin #Promo… https://t.co/LHXCHHaQLD
8.00531E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:46,null,null,#onlineonly #diskon Alfacart Promo Senin Hemat - Diskon Rp. 100.000 https://t.co/g6YOFHKZHq
8.00531E+17,867Evo,evo,11/21/2016 9:46,null,null,Booking Hotel lebih Murah via pegi pegi   >>https://t.co/irWuVDR30t   #Hotel #diskon #Liburan #Penginapan #Travel
8.00529E+17,efviel,efviel,11/21/2016 9:40,null,null,Belanja aman dan terpercaya check it now  https://t.co/dxQto2hr9u ##diskon #ollshop #shoping
8.00528E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:36,null,null,PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/XZjHXOYcOO #diskon
8.00528E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:36,null,null,Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/LBPyE0iXS5 #diskon
8.00524E+17,Info_Hotels_ier,Info Hotels-Hotelier,11/21/2016 9:20,null,null,RT @Dealspromo: #hotel #di #batam Dapatkan #diskon https://t.co/oqafSvAQ0b     #promo Terbaik dipesan disini: https://t.co/Co1hvvgrkA https…
8.00524E+17,Info_Hotels_ier,Info Hotels-Hotelier,11/21/2016 9:20,null,null,RT @Rubrys: #diskon #hotel #booking #murah #batam Pilih Hotel via https://t.co/QWijbW7Wgd   #pesonaindonesia Cepat Hemat klik: https://t.co…
8.00524E+17,Info_Hotels_ier,Info Hotels-Hotelier,11/21/2016 9:17,null,null,RT @AParayudha: My COO said.....keep healthty and shaped #indonesiabanget #diskon #hotel #batam #pesonaindonesia #pestaakhirtahun #PesonaKe…
8.00523E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:17,null,null,#diskon Go Wet Waterpark Monday Super Deal - Harga Spesial Cuma Rp. 50.000 https://t.co/6UPUi4Xf8d
8.00523E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:17,null,null,#diskon Es Teler 77 Promo Menu Istimewa - Harga Spesial Cuma Rp. 47.000 https://t.co/3paeWbhKp4
8.00523E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:17,null,null,#diskon Cinema XXI Big Monday Deal - Nonton Hemat Cuma Rp. 25.000 https://t.co/GbTN4cBlW4
8.00523E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:17,null,null,#diskon Breadtalk Promo Menu Baru - Beli Menu Ciabatta Cuma Rp. 11.000 https://t.co/r3Y4M63Fh7
8.00523E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:17,null,null,#diskon Carrefour Promo Belanja Hemat - Diskon Ekstra 5% https://t.co/Y8QtNOzCYI
8.00523E+17,DISKONBATIK,DISKON BATIK,11/21/2016 9:14,null,null,RT @wisatalove: AGODA pasti harga terbaik dan #hotel terbaik #booking #enjoy #batam #diskon klik disini : https://t.co/zhrnGtey1U  https://…
8.00522E+17,efviel,efviel,11/21/2016 9:10,null,null,Promo diskon murah hanya di https://t.co/PzkY7NqOtE #bukalapak https://t.co/dxQto2hr9u #promo ##diskon #ollshop #shoping
8.00521E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:08,null,null,Blibli Promo Senin - Diskon hingga 70% + Gratis Voucher Rp 50.000 https://t.co/lUhTPOM7pR #diskon
8.0052E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:05,null,null,Lazada Promo Tampil Memukau - Diskon 69% https://t.co/OJcoEoRlOi #diskon
8.0052E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:03,null,null,Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/d5xxEUlkl0 #diskon
8.0052E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:03,null,null,Optik Tunggal Year End Sale Promo - Gebyar Diskon & Harga Spesial https://t.co/f2gL7ywud2 #diskon
8.0052E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:03,null,null,Okeshop Promo Novermber - Gratis Tongsis https://t.co/51OloKuIbG #diskon
8.0052E+17,Giladiskon,Giladiskon Indonesia,11/21/2016 9:03,null,null,Levis Promo Spesial Bazaar - Diskon Hingga 50% https://t.co/PAikvLBGGF #diskon
8.00519E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:01,null,null,#diskon Carrefour Promo Belanja Hemat - Diskon Ekstra 5% https://t.co/Fpi04M1NjY
8.00519E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:01,null,null,#diskon Go Wet Waterpark Monday Super Deal - Harga Spesial Cuma Rp. 50.000 https://t.co/NWD6UOSCRI
8.00519E+17,GilaPromoDotCom,GilaPromo,11/21/2016 9:01,null,null,#diskon Cinema XXI Big Monday Deal - Nonton Hemat Cuma Rp. 25.000 https://t.co/UeKbn55oQj
