id	username	name	created_at	lat	long	status	ya/tidak	kategori
8.00641E+17	ozradiobandung	OZ RADIO 103.1 FM	21/11/2016 17:05	null	null	Download & Register @Uber_IDN SEKARANG! Dapatkan diskon 50% di perjalanan pertama! Gunakan kode promo: OZRADIOBDG https://t.co/nOtrJoD24Y		
8.00641E+17	RBajoe_chacha	Roemahbajoechacha	21/11/2016 17:05	null	null	Gebyar Diskon Besar - Besaran dari RBCC nich bunda....  Pemesanan silahkan inbox send foto+ alamat lengkap + NO... https://t.co/gXFYkZhxtp		
8.00641E+17	_vrggt_	ALGK	21/11/2016 17:04	null	null	RT @TCASH_ID: Gimana hari Senin kamu? Ngopi dulu yuk! #pakeTCASH kamu di Coffee Bean buat dapetin diskon 50% setiap Senin. https://t.co/Eus…		kuliner
8.00641E+17	LadyZwolf	Twelvi Febrina	21/11/2016 17:03	null	null	"Banyak temen yg ga percaya gue masih belanja di pasar, tapi gue masih belanja di pasar. Kramatjati atau Senen. Naik Gojek. Pake Gopay diskon"	tidak	
8.00641E+17	SomiJeonq	Somi	21/11/2016 17:02	null	null	ADA DISKON 70%!!! somi be like👇👇👇 https://t.co/EANXXJj3Fs		
8.00641E+17	theo_dome	DON'T ONANI	21/11/2016 17:02	-6.13086037	106.735393	Silahkan masih anget cimol dan kentang goreng buat anak koruptor diskon 50 % @ Apartemen City… https://t.co/yi5xKsKMYQ	tidak	
8.0064E+17	FoodCentrumID	FoodCentrum	21/11/2016 17:02	null	null	Promo diskon KTP di Sop Ikan Batam @sopikan L1 Floor #foodcentrum nikmati beragam sop olahan daging  ikanj yang nik… https://t.co/1q5AwK93kW		kuliner
8.0064E+17	cellworldbali	Cellular World	21/11/2016 17:02	null	null	Big Surprise Special Black Friday Promo Hanya di Cellular World tgl 25-27 November 2016. . Diskon up to 50%... https://t.co/rHNN7UUDlx		elektronik
8.0064E+17	GilaPromoDotCom	GilaPromo	21/11/2016 17:01	null	null	#diskon Jakmall Promo Sprint Harbolnas - Gebrakan Diskon + Harga Special https://t.co/i9Q69ktWlJ		
8.0064E+17	littlesushiya	little sushiya	21/11/2016 17:01	null	null	"RT @sushi_ya: Sushi Gangs, tinggal 9 hari lagi loh promo Student ID Discount! Jangan lupa ya siapkan student ID kamu dan dapetin diskon 15%…"		kuliner
8.0064E+17	Citra_Gran	CitraGran	21/11/2016 17:01	null	null	KAVLING BLOK AA07/51 LUAS TANAH 212METER DISKON 20% @ CitraGran Cibubur. Kavling Siap Huni Investasi Sekarang.... https://t.co/ZRTRQ3ACKY		properti
8.0064E+17	katalogpromosi	katalogpromosi	21/11/2016 17:01	null	null	"https://t.co/uI1ctnpOJr Promo Disc Hotel 30%, Tix Pesawat s/d Rp.100.000 & Tix Kereta Api Rp.25.000 dgn CC OCBC NISP https://t.co/ej81ttj4XZ"		wisata
8.0064E+17	frenchie_id	Frenchie	21/11/2016 17:01	null	null	"RT @sushi_ya: Sushi Gangs, tinggal 9 hari lagi loh promo Student ID Discount! Jangan lupa ya siapkan student ID kamu dan dapetin diskon 15%…"		kuliner
8.0064E+17	babyzaniaID	Babyzania.com	21/11/2016 17:00	null	null	Diskon 35% untuk pembelian Baby Parcel Cribcot. Harga mulai dari Rp 427.700. Cek selengkapnya di… https://t.co/vLr3Z5TeMl		rumah tangga
8.0064E+17	oshoptv	OSHOP TV	21/11/2016 17:00	null	null	YEAR END SALE! Kapan lagi Bunda bisa beli produk-produk berkualitas dengan diskon hingga 73%+23%? #YESOSHOP… https://t.co/JrgKYG9TwJ		rumah tangga
8.0064E+17	LawsonIndonesia	Lawson Indonesia	21/11/2016 17:00	null	null	Mau ngemil? waktunya memilih varian Oden kesukaan kamu di Lawson. ^^ Karena khusus bulan ini ada Diskon Rp 2.000 di… https://t.co/GLQmHlqMUD		kuliner
8.0064E+17	rumahmadani	Rumah Madani	21/11/2016 17:00	null	null	"Diskon 10% Gamis Syar'i Folia Terbaru  Didesain khusus sesuai dengan kebutuhan muslimah, tetap nyaman dan sesuai... https://t.co/DwJ3ebEzly"		fashion
8.0064E+17	blanjacom	blanja.com	21/11/2016 17:00	null	null	"Khusus pemegang Debit BTN Online, dapatkan DISKON 25% ALL PRODUCT!  Masukkan kode BTN25 di sini >>… https://t.co/WqI9ffQNQ3"		
8.0064E+17	katalogpromosi	katalogpromosi	21/11/2016 17:00	null	null	https://t.co/qxNJxEXEnB Promo TERBAIK UNTUK KELUARGA! Diskon Spesial hingga 70% https://t.co/d6SNYsfYee https://t.co/N87GzvEaik		
8.0064E+17	atmprima	Jaringan ATM PRIMA	21/11/2016 17:00	null	null	Flash Sale @LazadaID diskon besar-besaran untuk ratusan produk keren! Praktis lagi bayarnya di ATM BCA  #tipsPRIMA		
8.0064E+17	hardrockfmbdg	87.7 HardRock FM Bdg	21/11/2016 17:00	null	null	"Mau Domain, Hosting, Cloud VPS, atau Dedicated Server? Di @Qwordsdotcom semuanya DISKON! Pesan sekarang… https://t.co/j3MlcAaMtd"		
8.0064E+17	naskarwiro	NasiBakarWirobrajan	21/11/2016 17:00	null	null	DISKON 20% untuk kalian semua jam 11.00-17.00 Tanpa syarat apapun :) https://t.co/q09pZEZzp4		kuliner
8.0064E+17	LazadaID	Lazada.co.id	21/11/2016 17:00	null	null	Dapatkan berbagai perlengkapan dapur dari Oxone dengan diskon hingga 70% di #LazadaID  https://t.co/p0v9sKmAUX… https://t.co/tPtV2IERUu		rumah tangga
8.0064E+17	TCASH_ID	Telkomsel TCASH	21/11/2016 17:00	null	null	Gimana hari Senin kamu? Ngopi dulu yuk! #pakeTCASH kamu di Coffee Bean buat dapetin diskon 50% setiap Senin. https://t.co/Eusvkuy8AT		kuliner
8.0064E+17	chamidiyah	chusnul chamidiyah	21/11/2016 16:59	null	null	Hay hay hay.... Diskon GG hari terakhir yaaa Kapan lagi coba dapet diskon 20% dr GG tanpa minimal order???... https://t.co/1sBfnRhRWI		
8.0064E+17	Nrossalina	Novianti Rossalina	21/11/2016 16:58	null	null	Promosi paling gampang adalah dg diskon harga @indonesia_next #indonesianext2016 #bikinindonesiakeren		
8.00639E+17	zulfarhakim90	Zulfar Hakim	21/11/2016 16:57	null	null	"= = Promo terbaru November 2016 = =. Kredit Motor Yamaha Vixion KS Advance Diskon 2 Juta, atau bayar DP mulai"		otomotif
8.00639E+17	Jennierapgrl	Jennie김•FOLLBACK	21/11/2016 16:56	null	null	@rlhaneulina_ diskon brp persen buat bln ini?? /?	tidak	
8.00639E+17	amelliaaptri	ameliaptr.	21/11/2016 16:56	null	null	"RT @Bellanahs: Coba aja, mana ada cewek yang bisa sebentar kalo belanja. Apalagi ada diskon."	tidak	
8.00639E+17	NarutoFamily2	Naruto Family	21/11/2016 16:56	null	null	"#Sports FOTO: Promo November, Rockpot MaRI Beri Diskon Hingga 70 Persen https://t.co/k8XhgkOXxk #Assadiqulhaq"		
8.00639E+17	NarutoFamily2	Naruto Family	21/11/2016 16:55	null	null	"#NewsMakassar FOTO: Promo November, Rockpot MaRI Beri Diskon Hingga 70 Persen https://t.co/lca9eAo3OI #Assadiqulhaq"		
8.00639E+17	CitilinkTicket	Citilink Agent	21/11/2016 16:55	null	null	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen - Tempo https://t.co/4N3Anecf8Y #travel"		wisata
8.00639E+17	luarkampung	pemburu	21/11/2016 16:55	null	null	@penerbitkpg diskon khusus pelajar dong	tidak	
8.00639E+17	katalogpromosi	katalogpromosi	21/11/2016 16:55	null	null	GARUDA INDONESIA Promo Diskon hingga 25% + Cicilan 0% selama 3 bulan dengan KARTU KREDIT HSBC https://t.co/yRVnG2AM3G		travel
8.00638E+17	toserbayogyaYBS	YOGYA BOJONGSOANG	21/11/2016 16:54	null	null	Jangan ngaku pencinta apel dan pear kalo belum ngeborong promo seru yang satu ini 🙌 diskon 15%… https://t.co/MXWYDfHZtO		kuliner
8.00638E+17	millymillea	Millea	21/11/2016 16:52	null	null	Ditambah diskon 21% semua item di @lemarisimilly. Hanya hari ini. 21 November.  Dalam rangka apa? Pengin aja ☺ #21november #november21		
8.00638E+17	VerraViandra	Verra Viandra	21/11/2016 16:52	null	null	Diskon 50 Persen Paket Servis Lengkap Untuk Guru https://t.co/HNCEITrlq5 https://t.co/WBc6cYDKLH		
8.00638E+17	seventh_joe	Seventh JOE	21/11/2016 16:51	null	null	#MALLQITA.co #onlineshopping #onlinestore #hemat #diskon https://t.co/4mTBqDifJ7		
8.00638E+17	kmjjisoo	J. S O O	21/11/2016 16:51	null	null	@rlhaneulina_ aku mah beda kalo ada yg diskon malah biasa aja :(	tidak	
8.00638E+17	daviflorist	Bunga Davi	21/11/2016 16:51	null	null	Dapatkan harga spesial + diskon 5% untuk setiap order bunga papan Congrate atau Condolence di #bungadaviflorist Info:https://t.co/Z0CYjafH8I		lain-lain
8.00637E+17	Giladiskon	Giladiskon Indonesia	21/11/2016 16:50	null	null	"SUPER Sale @MatahariMallCom  Diskon hingga 82%,Info-->  https://t.co/s0hoWp80XG"		lain-lain
8.00637E+17	katalogpromosi	katalogpromosi	21/11/2016 16:50	null	null	https://t.co/O5wxNuBkTu Promo Tambahan Diskon Hotel 10% dengan Kartu Kredit BCA https://t.co/sBsnauFvbv		wisata
8.00637E+17	VaingloryID	Vainglory Indonesia	21/11/2016 16:50	null	null	RT @VaingloryID: KAMU YANG MENGENDALIKAN HARGA! RT sekarang dan beritahu temanmu untuk meningkatkan diskon Black Friday #Vainglory.  https:…		
8.00637E+17	tineyo11	🐙 Yulia Zeekwa 🐙	21/11/2016 16:48	null	null	RT @waxhaus: Dapatkan diskon 10% untuk kamu pemilik member Tunas Group. https://t.co/x3PWi7Bv3M #WaxWithBenefit https://t.co/BSERBBhK7j		kecantikan
8.00637E+17	1124whitefaith	Lydia Wang 왕현상	21/11/2016 16:48	null	null	@indotix ada number seatnya kak? Blm ada promo diskon tiket ya? Hohoho...	tidak	
8.00637E+17	binjaisupermall	Binjai Supermall	21/11/2016 16:48	null	null	Diskon 30% semua produk di @LesFemmesBags Binjai Supermall tanggal 25 November 2016 pukul 18.00 - 20.00 WIB https://t.co/Nw37U1Gi4A		fashion
8.00637E+17	hendryjade	hendryjade	21/11/2016 16:47	null	null	Pengen ke Snowbay dapat diskon 40% pakai Kartu Debit BNI. #BNITaplus https://t.co/KyeVKbfaUn		wisata
8.00637E+17	kelincisawah	Petani Awan	21/11/2016 16:47	null	null	"eehhhh udah mau desember lagi, mau pasang baliho ah, fotonya saya, dibawahnya pake tulisan ""DISKON AKHIR TAHUN"", pasang di pintu tol pasteur"	tidak	
8.00636E+17	seventh_joe	Seventh JOE	21/11/2016 16:46	null	null	#MALLQITA.co #onlineshopping #onlinestore #hemat #diskon https://t.co/VoTLB6kTHv		lain-lain
8.00636E+17	Hotel2Murah	Hotel Murah	21/11/2016 16:45	null	null	yuk #liburan ke #bali #hotel lagi #diskon besar2an cek harga disini https://t.co/KVSEeOmn3G  #HotelMurah https://t.co/Zuj3Mav22h		wisata
8.00636E+17	LOGOJEANS	LOGO Jeans	21/11/2016 16:45	null	null	Bosan pakai Jeans terus? Coba pakai Cullote yuk! Skrg lagi DISKON 20% loh! Cek koleksinya disini >>… https://t.co/EvMKo1hvib		fashion
8.00636E+17	katalogpromosi	katalogpromosi	21/11/2016 16:45	null	null	"AirAsiaGo Promo Tambahan Diskon Rp.175.000,- dengan Kartu Kredit BCA https://t.co/driDaDiKqe"		wisata
8.00636E+17	IndonesiaGaruda	Garuda Indonesia	21/11/2016 16:44	null	null	@anthontrip Saat ini sudah tersedia promo diskon 25% utk redemption ticket dgn pemesanan s.d 3 Desember 2016. Tks - Harry		wisata
8.00636E+17	GudangJaya	Gudangjaya.com	21/11/2016 16:44	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/g0jezG5SSY"		elektronik
8.00636E+17	ayowangi_parfum	PARFUMFM	21/11/2016 16:43	null	null	"parfum merk Emporio Armani City Glam Him - Lacoste Challenge sedang diskon 100ml 4 jt,di fm hanya 250.000 pin:225019A4 @banteniklan"		kecantikan
8.00636E+17	GudangJaya	Gudangjaya.com	21/11/2016 16:43	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/juWedIN9in"		elektronik
8.00635E+17	AyyumieAyyumm	ムyyuℳ¡e シ	21/11/2016 16:42	null	null	yang Masihh bisa di PESAN kesayangannnn semua 😍😍😍😍😘😘😘😘💓💓💓💕💕💕💕💕💕  Beli Banyakk DISKON lohhhh 💋💋💋  Bnayak Bonusssss jugaa 😗😗😗		
8.00635E+17	suaranusa	Suara Nusantara	21/11/2016 16:41	null	null	"FOTO: Promo November, Rockpot MaRI Beri Diskon Hingga 70 Persen https://t.co/TxT1Q01tqe"		
8.00635E+17	katalogpromosi	katalogpromosi	21/11/2016 16:41	null	null	THE BODY SHOP Promo Diskon 20% untuk pembelian limited edition body product edisi Christmas dengan Kartu MANDIRI https://t.co/zQ0sCCGs4j		kecantikan
8.00635E+17	gheasafferina	ghea safferina	21/11/2016 16:38	null	null	"Siap-siap banjir diskon, yeaaay! https://t.co/dIiN00AAoV juga bakal berpartisipasi loh :) https://t.co/7LTjREmIdG"		
8.00634E+17	nikitayap	nikita yaphet	21/11/2016 16:37	null	null	@eleveniacare bbrp bln lalu saya beli voucher mokado diskon soursally.. tp waktu mau di pake ket dr soursally voucer ga bs di pake gmn ya?	tidak	
8.00634E+17	NnoerRch	NnoerRch	21/11/2016 16:37	null	null	"RT @InfoSuperIndo: Menyambut Hari Ikan Nasional, yuk dptkan diskon 20% untuk aneka ikan super segar di Super Indo. Bisa langsung dibakar/ d…"		kuliner
8.00634E+17	arfandywinardy	Arfandy Winardy	21/11/2016 16:37	null	null	🤗Diskon Hotel Santika & Amaris Group 😍 Booking Lebih Hemat di CK Travel  -Amaris Hotel… https://t.co/DgrzN7DuM5		wisata
8.00634E+17	adhyt_is_adhyt	adhyt	21/11/2016 16:36	null	null	@TransStudioBdng Min.. Harga tiket anak-anak weekdays brp? Berlaku jg gak diskon 50%	tidak	
8.00634E+17	cippy_85	cippy cip	21/11/2016 16:36	null	null	diskon lg.. https://t.co/OrtD45V4j1	tidak	
8.00634E+17	apinxkjej_	jiay	21/11/2016 16:35	null	null	"@blqckhole 14, 15, 34 Tuh di diskon"	tidak	
8.00634E+17	GudangJaya	Gudangjaya.com	21/11/2016 16:35	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/yHYvyBOk9t"		
8.00634E+17	katalogpromosi	katalogpromosi	21/11/2016 16:35	null	null	KFC Diskon Rp 10.000 untuk Paket Hot and Cheesy Chicken atau Super Besar dengan TELKOMSEL TCASH https://t.co/WTwO09oH32		
8.00633E+17	Hilman	Tirai Bambu	21/11/2016 16:34	null	null	"RT @pecel2u: Secara psikologi, diskon hunter akan milih ini daripada yg angka bulat. Karena masih sering terbukti, beli kt4 lain hanya beda…"		
8.00633E+17	AhmadAlkuncunx	Ahmad Al kuncunx 015	21/11/2016 16:33	null	null	"RT @LarissaCenter: NOVEMBER RAIN, HUJAN PROMO LARISSA ONLINESHOP  DISKON FREE ONGKIR KE SELURUH INDONESIA Read more > https://t.co/795pxRuP…"		
8.00633E+17	stikomsurabaya	STIKOM SURABAYA	21/11/2016 16:33	null	null	"DISKON UP TO 100% BIAYA PENGEMBANGAN di STIKOM SURABAYA mor info: penmaru@stikom.edu , 082225555456,… https://t.co/zq724cOiQJ"		
8.00633E+17	mutia_ratna	Mutia Ratna	21/11/2016 16:32	null	null	"uhuy produk baru di bulan November iniiii diskon 30% yuuk  cc : Mutia Ratna, Mutia Ratna II https://t.co/QpsIi7stcS"		
8.00633E+17	khanbinIkon	Hanbin	21/11/2016 16:32	null	null	smartfrencare: KhanzaAulia11 Untuk penawaran berupa diskon khusus bagi Pelanggan kami yang masih menggunakan perangkat CDMA berbeda-beda (1…		
8.00633E+17	YogrtID	Yogrt	21/11/2016 16:31	null	null	masih ada sedikit lagi ! Voucher 50% diskon untuk belanja tanpa minimum pembelian. Download Yogrt di… https://t.co/UH36G20fSA		
8.00633E+17	rlzpcy	locked	21/11/2016 16:31	null	null	smartfrencare: KhanzaAulia11 Untuk penawaran berupa diskon khusus bagi Pelanggan kami yang masih menggunakan perangkat CDMA berbeda-beda (1…		
8.00633E+17	Zalazora	Rizal	21/11/2016 16:31	null	null	@RobotPuisi untuk apa? banjir diskon dimana-mana		
8.00633E+17	yustrilac003	yustrilac003	21/11/2016 16:31	null	null	"RT @LarissaCenter: NOVEMBER RAIN, HUJAN PROMO LARISSA ONLINESHOP  DISKON FREE ONGKIR KE SELURUH INDONESIA Read more > https://t.co/795pxRuP…"		
8.00633E+17	MalRatuIndah	Mal Ratu Indah	21/11/2016 16:30	null	null	LES FEMMES FLASH SALE!!  Dapatkan diskon 30% untuk semua produk Les Femmes favorit kamu! Promo… https://t.co/zfw1TQB4ie		
8.00633E+17	looohh	Loooh	21/11/2016 16:30	null	null	Mister Aladin Berikan Banyak Diskon di Festival Jalan Jalan 2016 https://t.co/pCImYzzvSE		
8.00633E+17	Giladiskon	Giladiskon Indonesia	21/11/2016 16:30	null	null	"Super Nike Clearance SALE, Diskon hingga 70%,Info--> https://t.co/vJxjIJ4pHf"		
8.00633E+17	Iteung32	Iteung	21/11/2016 16:30	null	null	{  Mister Aladin Berikan Banyak Diskon di Festival Jalan Jalan 2016 https://t.co/s5AjF4gPdn		
8.00632E+17	katalogpromosi	katalogpromosi	21/11/2016 16:30	null	null	BAKMI GM Diskon 20% dengan TELKOMSEL TCASH berlaku sd. 31 Desember 2016 https://t.co/2KUiIdLobG		
8.00632E+17	katalogpromosi	katalogpromosi	21/11/2016 16:30	null	null	"Cold Stone Creamery Promo Harga Spesial Rp 1,- untuk 1 cup ice cream* atau diskon 40% dengan Kartu Debit BNI https://t.co/uwLcjUFLSY"		
8.00632E+17	waxhaus	waxhaus	21/11/2016 16:30	null	null	Dapatkan diskon 10% untuk kamu pemilik member Tunas Group. https://t.co/x3PWi7Bv3M #WaxWithBenefit https://t.co/BSERBBhK7j		
8.00632E+17	arenatiket	arenatiket	21/11/2016 16:30	null	null	Diskon tanpa perlu menggunakan kode promo dan tanpa syarat. Dapatkan harga tiket @Citilink dan @IndonesiaGaruda den… https://t.co/mtdqYUy8Zs		
8.00632E+17	Idcloudhostcom	IDCloudHost	21/11/2016 16:30	null	null	Diskon 30% pembelian Hosting di IDCloudHost Stock Terbatas - Promo Hingga 30 November 2016  https://t.co/0DWHCm5rIR https://t.co/P4yUrc842V		
8.00632E+17	orami_id	Orami Indonesia	21/11/2016 16:30	null	null	"Anda pemegang kartu kredit ANZ? Nikmati belanja dengan diskon hingga 90%+ 20%* di ORAMI! *Info lengkap, kunjungi… https://t.co/dPZysZaqJY"		
8.00632E+17	tiket	Tiket.com	21/11/2016 16:30	null	null	Liburan sama satu geng bisa lebih hemat! Diskon menginap Rp. 100.000/Malam/Kamar bikin liburan seru di… https://t.co/rG85yeK0Z5		
8.00632E+17	BeesstYD1921	Yudi febrian	21/11/2016 16:29	null	null	@GontaGantiHaPe ada diskon apa a diblibli supaya bisa kurang lagi a?		
8.00632E+17	heinkbin	Kim Hanbin	21/11/2016 16:29	null	null	KhanzaAulia11 Untuk penawaran berupa diskon khusus bagi Pelanggan kami yang masih menggunakan perangkat CDMA berbeda-beda (1)BR		
8.00632E+17	sarra_perwita1	Sarra_Perwita LAC015	21/11/2016 16:29	null	null	"RT @LarissaCenter: NOVEMBER RAIN, HUJAN PROMO LARISSA ONLINESHOP  DISKON FREE ONGKIR KE SELURUH INDONESIA Read more > https://t.co/795pxRuP…"		
8.00632E+17	kmgsvts	Kmg	21/11/2016 16:29	null	null	KhanzaAulia11 Untuk penawaran berupa diskon khusus bagi Pelanggan kami yang masih menggunakan perangkat CDMA berbeda-beda (1)BR		
8.00632E+17	GajahMadaPlaza	Gajah Mada Plaza	21/11/2016 16:28	null	null	"""LES FEMMES FLASH SALE! Diskon 30% semua produk @LesFemmesBags favorit kamu! Promo hanya berlaku di tanggal 25 Nove… https://t.co/4WbgzeAwRY"		
8.00632E+17	kupontripcom	Kupon Trip	21/11/2016 16:28	null	null	Promo Kartu Kredit Mandiri Panorama Tours Diskon Rp 200K Hotel dan Tiket Pesawat https://t.co/PuxK3tJTly https://t.co/HQkix9QhdL		
8.00632E+17	Cin_518	Cin518	21/11/2016 16:28	null	null	"RT @BNI: Gemar berbelanja? Jangan lewatkan diskon 20% di Shafira dari BNI. Selengkapnya, cek https://t.co/XiKDprLh1g."		
8.00632E+17	Blaem32	Blaem	21/11/2016 16:27	null	null	/  Mister Aladin Berikan Banyak Diskon di Festival Jalan Jalan 2016 https://t.co/caWlFFMJ7c		
8.00631E+17	smartfrencare	Smartfrencare	21/11/2016 16:26	null	null	@KhanzaAulia11 Untuk penawaran berupa diskon khusus bagi Pelanggan kami yang masih menggunakan perangkat CDMA berbeda-beda (1)BR		
8.00631E+17	chyndevi	chyntia devi ⚡️	21/11/2016 16:25	null	null	RT @Dear_Connie: Cowok juga nggak ngerti kenapa diskon dan obralan di mall itu menggairahkan. Mereka juga bingung kenapa manusia harus sela…		
8.00631E+17	BNI	BNI	21/11/2016 16:25	null	null	"Gemar berbelanja? Jangan lewatkan diskon 20% di Shafira dari BNI. Selengkapnya, cek https://t.co/XiKDprLh1g."		
8.00631E+17	katalogpromosi	katalogpromosi	21/11/2016 16:25	null	null	NIKE Diskon hingga 15% dengan KARTU KREDIT BNI https://t.co/Cq0h98BXKk		
8.00631E+17	katalogpromosi	katalogpromosi	21/11/2016 16:25	null	null	https://t.co/qxNJxEXEnB CITI TUESDAY DEALS! Dapatkan Tambahan Diskon 15% dengan Kartu Kredit Citi https://t.co/o4KFeZnQIU		
8.00631E+17	sushi_ya	sushi-ya	21/11/2016 16:23	null	null	"Sushi Gangs, tinggal 9 hari lagi loh promo Student ID Discount! Jangan lupa ya siapkan student ID kamu dan dapetin diskon 15% :D"		
8.0063E+17	diskonevoucher	DISKON - EVoucher	21/11/2016 16:20	null	null	[ME TIME] Manjakan diri dengan nyalon HEMAT di Eva Bun Beauty & Salon https://t.co/t2lKleRWrb https://t.co/BsyPISOQ0n		
8.0063E+17	katalogpromosi	katalogpromosi	21/11/2016 16:20	null	null	HOP HOP Bubble Drink Diskon hingga 20% dengan Kartu Kredit dan FLAZZ BCA https://t.co/KKl1G0dfLl		
8.0063E+17	Huzoraonline	Huzora.com	21/11/2016 16:20	null	null	#Sale #HariAnakDunia #diskon #promo https://t.co/vzutkRXdfr  #huzora #followme #Indonesia #homedecoration… https://t.co/r8mKcW7lzE		
8.0063E+17	Hemat_Liburan	Liburan Hemat	21/11/2016 16:19	null	null	Pesan #Hotel di #Malang via https://t.co/jMcMrSKZ7n lebih murah >>https://t.co/OqI2m66RsQ  #Penginapan #HotelMurah #Diskon		
8.0063E+17	Jogjacitymall	Jogja City Mall	21/11/2016 16:19	-7.75366184	110.3611183	"""LES FEMMES FLASH SALE!!  Dapatkan diskon 30% untuk semua produk Les Femmes favorit kamu! Promo… https://t.co/0tsPZxO25O"		
8.0063E+17	SinthaFauziah	SinCan	21/11/2016 16:19	null	null	Dateng salon fika di munjul diskon 100% ayo sis!👯 . . . @rimapaaaaau https://t.co/CqggzCBYmM		
8.0063E+17	katalogpromosi	katalogpromosi	21/11/2016 16:19	null	null	https://t.co/ZhG3n6C4eg Promo Groovy Monday! Diskon Up To Rp 300.000 Setiap Hari Senin https://t.co/vpRKAo5r1Y		
8.0063E+17	bukuasyik	Buku asyik	21/11/2016 16:18	null	null	"PO periode 2. Diskon 15% Serendipity, Rp 75.650 (normal Rp 89.000). Order hub salah satu kontak… https://t.co/sMwPj5C7sD"		
8.00629E+17	geeuliss	Geulis	21/11/2016 16:17	null	null	Mister Aladin Berikan Banyak Diskon di Festival Jalan Jalan 2016 https://t.co/Q1v8KII3am		
8.00629E+17	BETAHOLIDAY	Tiket & Hotel	21/11/2016 16:17	null	null	Lebih MURAH 363.000 dari Traveloka #serbapromosi #infosurabaya #tiket #diskon #bandung #garuda #kompastv #batikair https://t.co/R3p5DuoJrd		
8.00629E+17	karinadnlstr	Karin	21/11/2016 16:17	null	null	@IndonesiaGaruda pada saat pemilihan jadwal harga yg tertera sudah termasuk diskon atau belum?		
8.00629E+17	misslizz183	lisa kusumawati	21/11/2016 16:16	null	null	Dipilih...dipilih...lagi diskon Mak...! https://t.co/RwgdMKoP78		
8.00629E+17	karinadnlstr	Karin	21/11/2016 16:16	null	null	"@IndonesiaGaruda halo garuda, mau tanya promo ini https://t.co/kj1TQBTSoM potongan diskon dan cashbacknya diberikan kapan ya?"		
8.00629E+17	baju_kapel	Toko Baju Kapel	21/11/2016 16:16	null	null	Barcelona Couple  145rb SMS/WA:085723477888  #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/VTFaA9HKZ5		
