id	username	name	created_at	lat	long	status	ya/tidak	kategori
8.01E+17	Nrossalina	Novianti Rossalina	########	null	null	Promosi paling gampang adalah dg diskon harga @indonesia_next #indonesianext2016 #bikinindonesiakeren	tidak	
8.01E+17	zulfarhakim90	Zulfar Hakim	########	null	null	"Promo terbaru November 2016 = =. Kredit Motor Yamaha Vixion KS Advance Diskon 2 Juta, atau bayar DP mulai"	ya	otomotif
8.01E+17	Jennierapgrl	Jennieê¹€â€¢FOLLBACK	########	null	null	@rlhaneulina_ diskon brp persen buat bln ini?? /?	tidak	
8.01E+17	amelliaaptri	ameliaptr.	########	null	null	"RT @Bellanahs: Coba aja, mana ada cewek yang bisa sebentar kalo belanja. Apalagi ada diskon."	tidak	
8.01E+17	NarutoFamily2	Naruto Family	########	null	null	"#NewsMakassar FOTO: Promo November, Rockpot MaRI Beri Diskon Hingga 70 Persen https://t.co/lca9eAo3OI #Assadiqulhaq"	ya	lain-lain
8.01E+17	CitilinkTicket	Citilink Agent	########	null	null	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen - Tempo https://t.co/4N3Anecf8Y #travel"	ya	wisata
8.01E+17	luarkampung	pemburu	########	null	null	@penerbitkpg diskon khusus pelajar dong	tidak	
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	GARUDA INDONESIA Promo Diskon hingga 25% + Cicilan 0% selama 3 bulan dengan KARTU KREDIT HSBC https://t.co/yRVnG2AM3G	ya	travel
8.01E+17	toserbayogyaYBS	YOGYA BOJONGSOANG	########	null	null	Jangan ngaku pencinta apel dan pear kalo belum ngeborong promo seru yang satu ini ðŸ™Œ diskon 15%â€¦ https://t.co/MXWYDfHZtO	ya	kuliner
8.01E+17	millymillea	Millea	########	null	null	Ditambah diskon 21% semua item di @lemarisimilly. Hanya hari ini. 21 November. Dalam rangka apa? Pengin aja â˜º #21november #november21	ya	lain-lain
8.01E+17	VerraViandra	Verra Viandra	########	null	null	Diskon 50 Persen Paket Servis Lengkap Untuk Guru https://t.co/HNCEITrlq5 https://t.co/WBc6cYDKLH	ya	lain-lain
8.01E+17	kmjjisoo	J. S O O	########	null	null	@rlhaneulina_ aku mah beda kalo ada yg diskon malah biasa aja :(	tidak	
8.01E+17	daviflorist	Bunga Davi	########	null	null	Dapatkan harga spesial + diskon 5% untuk setiap order bunga papan Congrate atau Condolence di #bungadaviflorist Info:https://t.co/Z0CYjafH8I	ya	lain-lain
8.01E+17	Giladiskon	Giladiskon Indonesia	########	null	null	"SUPER SaleÂ @MatahariMallCom Â Â Diskon hingga 82%,Info--> Â https://t.co/s0hoWp80XG"	ya	lain-lain
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/O5wxNuBkTu Promo Tambahan Diskon Hotel 10% dengan Kartu Kredit BCA https://t.co/sBsnauFvbv	ya	wisata
8.01E+17	tineyo11	ðŸ™ Yulia Zeekwa ðŸ™	########	null	null	RT @waxhaus: Dapatkan diskon 10% untuk kamu pemilik member Tunas Group. https://t.co/x3PWi7Bv3M #WaxWithBenefit https://t.co/BSERBBhK7j	ya	lain-lain
8.01E+17	1124whitefaith	Lydia Wang ì™•í˜„ìƒ	########	null	null	@indotix ada number seatnya kak? Blm ada promo diskon tiket ya? Hohoho...	tidak	
8.01E+17	binjaisupermall	Binjai Supermall	########	null	null	Diskon 30% semua produk di @LesFemmesBags Binjai Supermall tanggal 25 November 2016 pukul 18.00 - 20.00 WIB https://t.co/Nw37U1Gi4A	ya	fashion
8.01E+17	hendryjade	hendryjade	########	null	null	Pengen ke Snowbay dapat diskon 40% pakai Kartu Debit BNI. #BNITaplus https://t.co/KyeVKbfaUn	ya	wisata
8.01E+17	kelincisawah	Petani Awan	########	null	null	"eehhhh udah mau desember lagi, mau pasang baliho ah, fotonya saya, dibawahnya pake tulisan ""DISKON AKHIR TAHUN"", pasang di pintu tol pasteur"	tidak	
8.01E+17	seventh_joe	Seventh JOE	########	null	null	#MALLQITA.co #onlineshopping #onlinestore #hemat #diskon https://t.co/VoTLB6kTHv	ya	lain-lain
8.01E+17	Hotel2Murah	Hotel Murah	########	null	null	yuk #liburan ke #bali #hotel lagi #diskon besar2an cek harga disini https://t.co/KVSEeOmn3G #HotelMurah https://t.co/Zuj3Mav22h	ya	wisata
8.01E+17	LOGOJEANS	LOGO Jeans	########	null	null	Bosan pakai Jeans terus? Coba pakai Cullote yuk! Skrg lagi DISKON 20% loh! Cek koleksinya disini >>â€¦ https://t.co/EvMKo1hvib	ya	fashion
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	"AirAsiaGo Promo Tambahan Diskon Rp.175.000,- dengan Kartu Kredit BCA https://t.co/driDaDiKqe"	ya	wisata
8.01E+17	IndonesiaGaruda	Garuda Indonesia	########	null	null	@anthontrip Saat ini sudah tersedia promo diskon 25% utk redemption ticket dgn pemesanan s.d 3 Desember 2016. Tks - Harry	ya	wisata
8.01E+17	GudangJaya	Gudangjaya.com	########	null	null	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/g0jezG5SSY"	ya	elektronik
8.01E+17	ayowangi_parfum	PARFUMFM	########	null	null	"parfum merk Emporio Armani City Glam Him - Lacoste Challenge sedang diskon 100ml 4 jt,di fm hanya 250.000 pin:225019A4 @banteniklan"	ya	kecantikan
8.01E+17	gheasafferina	ghea safferina	########	null	null	"Siap-siap banjir diskon, yeaaay! https://t.co/dIiN00AAoV juga bakal berpartisipasi loh :) https://t.co/7LTjREmIdG"	tidak	
8.01E+17	nikitayap	nikita yaphet	########	null	null	@eleveniacare bbrp bln lalu saya beli voucher mokado diskon soursally.. tp waktu mau di pake ket dr soursally voucer ga bs di pake gmn ya?	tidak	
8.01E+17	NnoerRch	NnoerRch	########	null	null	"RT @InfoSuperIndo: Menyambut Hari Ikan Nasional, yuk dptkan diskon 20% untuk aneka ikan super segar di Super Indo. Bisa langsung dibakar/ dâ€¦"	ya	kuliner
8.01E+17	arfandywinardy	Arfandy Winardy	########	null	null	ðŸ¤—Diskon Hotel Santika & Amaris Group ðŸ˜ Booking Lebih Hemat di CK Travel -Amaris Hotelâ€¦ https://t.co/DgrzN7DuM5	ya	wisata
8.01E+17	adhyt_is_adhyt	adhyt	########	null	null	@TransStudioBdng Min.. Harga tiket anak-anak weekdays brp? Berlaku jg gak diskon 50%	tidak	
8.01E+17	cippy_85	cippy cip	########	null	null	diskon lg.. https://t.co/OrtD45V4j1	tidak	
8.01E+17	apinxkjej_	jiay	########	null	null	"@blqckhole 14, 15, 34 Tuh di diskon"	tidak	
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	KFC Diskon Rp 10.000 untuk Paket Hot and Cheesy Chicken atau Super Besar dengan TELKOMSEL TCASH https://t.co/WTwO09oH32	ya	kuliner
8.01E+17	Hilman	Tirai Bambu	########	null	null	"RT @pecel2u: Secara psikologi, diskon hunter akan milih ini daripada yg angka bulat. Karena masih sering terbukti, beli kt4 lain hanya bedaâ€¦"	tidak	
8.01E+17	mutia_ratna	Mutia Ratna	########	null	null	"uhuy produk baru di bulan November iniiii diskon 30% yuuk cc : Mutia Ratna, Mutia Ratna II https://t.co/QpsIi7stcS"	ya	lain-lain
8.01E+17	khanbinIkon	Hanbin	########	null	null	smartfrencare: KhanzaAulia11 Untuk penawaran berupa diskon khusus bagi Pelanggan kami yang masih menggunakan perangkat CDMA berbeda-beda (1â€¦	ya	lain-lain
8.01E+17	YogrtID	Yogrt	########	null	null	masih ada sedikit lagi ! Voucher 50% diskon untuk belanja tanpa minimum pembelian. Download Yogrt diâ€¦ https://t.co/UH36G20fSA	ya	lain-lain
8.01E+17	Zalazora	Rizal	########	null	null	@RobotPuisi untuk apa? banjir diskon dimana-mana	tidak	
8.01E+17	MalRatuIndah	Mal Ratu Indah	########	null	null	LES FEMMES FLASH SALE!! Dapatkan diskon 30% untuk semua produk Les Femmes favorit kamu! Promoâ€¦ https://t.co/zfw1TQB4ie	ya	fashion
8.01E+17	Giladiskon	Giladiskon Indonesia	########	null	null	"Super Nike Clearance SALE, Diskon hingga 70%,Info-->Â https://t.co/vJxjIJ4pHf"	ya	fashion
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	BAKMI GM Diskon 20% dengan TELKOMSEL TCASH berlaku sd. 31 Desember 2016 https://t.co/2KUiIdLobG	ya	kuliner
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	"Cold Stone Creamery Promo Harga Spesial Rp 1,- untuk 1 cup ice cream* atau diskon 40% dengan Kartu Debit BNI https://t.co/uwLcjUFLSY"	ya	kuliner
8.01E+17	waxhaus	waxhaus	########	null	null	Dapatkan diskon 10% untuk kamu pemilik member Tunas Group. https://t.co/x3PWi7Bv3M #WaxWithBenefit https://t.co/BSERBBhK7j	ya	lain-lain
8.01E+17	arenatiket	arenatiket	########	null	null	Diskon tanpa perlu menggunakan kode promo dan tanpa syarat. Dapatkan harga tiket @Citilink dan @IndonesiaGaruda denâ€¦ https://t.co/mtdqYUy8Zs	ya	wisata
8.01E+17	Idcloudhostcom	IDCloudHost	########	null	null	Diskon 30% pembelian Hosting di IDCloudHost Stock Terbatas - Promo Hingga 30 November 2016 https://t.co/0DWHCm5rIR https://t.co/P4yUrc842V	ya	lain-lain
8.01E+17	orami_id	Orami Indonesia	########	null	null	"Anda pemegang kartu kredit ANZ? Nikmati belanja dengan diskon hingga 90%+ 20%* di ORAMI! *Info lengkap, kunjungiâ€¦ https://t.co/dPZysZaqJY"	ya	lain-lain
8.01E+17	tiket	Tiket.com	########	null	null	Liburan sama satu geng bisa lebih hemat! Diskon menginap Rp. 100.000/Malam/Kamar bikin liburan seru diâ€¦ https://t.co/rG85yeK0Z5	ya	wisata
8.01E+17	BeesstYD1921	Yudi febrian	########	null	null	@GontaGantiHaPe ada diskon apa a diblibli supaya bisa kurang lagi a?	tidak	
8.01E+17	kupontripcom	Kupon Trip	########	null	null	Promo Kartu Kredit Mandiri Panorama Tours Diskon Rp 200K Hotel dan TiketÂ Pesawat https://t.co/PuxK3tJTly https://t.co/HQkix9QhdL	ya	wisata
8.01E+17	Cin_518	Cin518	########	null	null	"RT @BNI: Gemar berbelanja? Jangan lewatkan diskon 20% di Shafira dari BNI. Selengkapnya, cek https://t.co/XiKDprLh1g."	ya	lain-lain
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	NIKE Diskon hingga 15% dengan KARTU KREDIT BNI https://t.co/Cq0h98BXKk	ya	fashion
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/qxNJxEXEnB CITI TUESDAY DEALS! Dapatkan Tambahan Diskon 15% dengan Kartu Kredit Citi https://t.co/o4KFeZnQIU	ya	lain-lain
8.01E+17	sushi_ya	sushi-ya	########	null	null	"Sushi Gangs, tinggal 9 hari lagi loh promo Student ID Discount! Jangan lupa ya siapkan student ID kamu dan dapetin diskon 15% :D"	ya	lain-lain
8.01E+17	diskonevoucher	DISKON - EVoucher	########	null	null	[ME TIME] Manjakan diri dengan nyalon HEMAT di Eva Bun Beauty & Salon https://t.co/t2lKleRWrb https://t.co/BsyPISOQ0n	ya	kecantikan
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	HOP HOP Bubble Drink Diskon hingga 20% dengan Kartu Kredit dan FLAZZ BCA https://t.co/KKl1G0dfLl	ya	kuliner
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	https://t.co/ZhG3n6C4eg Promo Groovy Monday! Diskon Up To Rp 300.000 Setiap Hari Senin https://t.co/vpRKAo5r1Y	ya	laIn-lain
8.01E+17	BETAHOLIDAY	Tiket & Hotel	########	null	null	Lebih MURAH 363.000 dari Traveloka #serbapromosi #infosurabaya #tiket #diskon #bandung #garuda #kompastv #batikair https://t.co/R3p5DuoJrd	ya	wisata
8.01E+17	karinadnlstr	Karin	########	null	null	@IndonesiaGaruda pada saat pemilihan jadwal harga yg tertera sudah termasuk diskon atau belum?	tidak	
8.01E+17	misslizz183	lisa kusumawati	########	null	null	Dipilih...dipilih...lagi diskon Mak...! https://t.co/RwgdMKoP78	tidak	
8.01E+17	karinadnlstr	Karin	########	null	null	"@IndonesiaGaruda halo garuda, mau tanya promo ini https://t.co/kj1TQBTSoM potongan diskon dan cashbacknya diberikan kapan ya?"	tidak	
8.01E+17	baju_kapel	Toko Baju Kapel	########	null	null	Barcelona Couple 145rb SMS/WA:085723477888 #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/VTFaA9HKZ5	ya	fashion
8.01E+17	riizqek	Rizqi P. Saputra	########	null	null	"Itu yang jual mahal, apa gak kepikiran buat ngadain diskon gitu ? *antri ngarep dewe*"	tidak	
8.01E+17	aksesorisbalap	aksesorisbalap.com	########	null	null	"TOPI ALPINESTAR, FOX, KTM DLL. DISKON 10% KHUSUS HARI INI. BATAS WAKTU JAM 12 MALAM. https://t.co/Qe6lo73lp9"	ya	fashion
8.01E+17	PriceArea	PriceArea.com	########	null	null	RT @PriceArea: DISKON 44% Jimmy Choo Eau de Parfum bikin hari mu makin sempurna Cek parfum lainnya di @MLBB_ID https://t.co/S6hM9d5YpW httpâ€¦	ya	kecantikan
8.01E+17	masiponk	masiponk	########	null	null	Wah tv kabel kompetitor sdh masuk ke perumahan sy murah lagi... Siap2 pindah operator nih klo yg lama gak ngasih diskon	tidak	
8.01E+17	mustang88fm	Mustang 88.0 Jakarta	########	null	null	"Sekarang, belanja koleksi Ramayana bisa dapet diskon 20% loh!!, hanya di @tokopedia, yuk cek ceritanya di https://t.co/h7guqD2hxi"	ya	lain-lain
8.01E+17	syahwillianna24	NO NAME	########	null	null	"Tah bud madeup sateh ,beli buru mumpug diskon @budif1rmansyah_ @Bud1firmansyah https://t.co/E4z0FRXKNO"	tidak	
8.01E+17	kupontripcom	Kupon Trip	########	null	null	Kode Promo Red Doorz Hotel PegiPegi DiskonÂ 15% https://t.co/xN6Cp3njPO https://t.co/AjxWDfv4Lr	ya	wisata
8.01E+17	Razaqicoll	Galeri Razaqi	########	null	null	Tas Mango ori Harga diskon abis lebih murah dari counter Yuk buruan yg mau order inbox ya Ukuran ada di gambar	ya	fashion
8.01E+17	efviel	efviel	########	null	null	Uang bukan segalanya. Masih ada Mastercard dan Visa. Belanja online #murah #diskon aman dan terpercaya check i ##diskon #ollshop #shoping	tidak	
8.01E+17	Salima_Store	Salima Store	########	null	null	"MC Overed Diskon! Kode : BDE 025 Bahan : Chery+Della Ukuran : S,M,L,XL Warna : Coklat dan Orange Harga Normal :... https://t.co/nq59msOEx1"	ya	fashion
8.01E+17	Giladiskon	Giladiskon Indonesia	########	null	null	"Super Promo @CoffeeBeanIndo Diskon 50%,Info--> https://t.co/KrIin7S91D"	ya	kuliner
8.01E+17	BajuCoupleKita	Fashion Couple Baru	########	null	null	Dress Cakram Couple 105rb SMS/WA:085723477888 #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/rykpyYFmWz	ya	fashion
8.01E+17	couplecoupleku	Pusat Jaket Couple	########	null	null	Never let lp Couple 105rb SMS/WA:085723477888 #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/ePuxRkRiuT	ya	fashion
8.01E+17	resepkuelezat	Resep Kue Lezat	########	null	null	ðŸ’¢ WOW DISKON BESAR DAN HEBOH ðŸ’¢ â— â— ðŸŽ‰ Hanya 95rb Bunda Bisa Dapetin 1 Set FOOD CONTAINER ISI 14pcs ðŸŽ‰ Pusing liat... https://t.co/PIuqptwXOQ	ya	rumah tangga
8.01E+17	sendyekr	Sendy	########	null	null	RT @sendyekr: Lagi cari makeup import ori & tas yg murah banget? Yuk cek ig kita https://t.co/6NS1L4lBU9 ðŸ˜Š kita lagi ada diskon looh! Ayo dâ€¦	ya	fashion
8.01E+17	sintaakusuma	â	########	null	null	Sedihnya kehabisan tiket coldplay ga ada apa2nya dibandingin sama sedihnya ibu2 yg kehabisan promo Pampers yg lg diskon dr 120 jadi 80rbðŸ’”	tidak	
8.01E+17	misteraladinID	Mister Aladin	########	null	null	Get more travel privileges hanya dgn kartu kredit Citibank kamu! Dapetin diskon buat SEMUA hotel up to Rp200rb. CEKâ€¦ https://t.co/kYQ4Flm9RY	ya	wisata
8.01E+17	zupparella	Zupparella	########	null	null	"Hae zupper. Kita masih ada promo #CereMonday nih, Diskon 20% buat kalian all variant zuppa soup sama pastanya lho."	ya	kuliner
8.01E+17	kaoscouple2015	Grosir Kaos Couple	########	null	null	pusple merah Couple 90rb SMS/WA:085723477888 #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/pqOiMsH4lV	ya	fashion
8.01E+17	SiiNabil	Nabil Hafidz 2015	########	null	null	gue manusia bukan barang diskon! jadi gausah milih2!	tidak	
8.01E+17	indosatdompetku	Indosat Dompetku	########	null	null	Gunakan fitur bayar pakai QR Code di daftar merchant berikut https://t.co/7UUiykMdLf. Dompetku #BanyakBenerBisanya	tidak	
8.01E+17	RumahCoupleID	Grosir Baju Couple	########	null	null	mahasiswa Couple 85rb SMS/WA:085723477888 #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/Es1ehcEpKW	ya	fashion
8.01E+17	katalogpromosi	katalogpromosi	########	null	null	"https://t.co/QEyS7s6hmA Promo Diskon Hotel 15%, Tiket Pesawat Rp.50.000 dan Tiket Kereta Api Rp.20.000 dgn CC ANZ https://t.co/WhCqBkzPU3"	ya	wisata
8.01E+17	grabdriver81	Carlitos Tevez	########	null	null	"Rs. Marinir - Rempoa 17rb diskon 10 rb. Untung dpt ibu2 nan baik hati. Dibayar normal, alhamdulillah #grabbike"	tidak	
8.01E+17	kickchickcloth	KICKCHICK CLOTH	########	null	null	BUCKET HAT from @kickchickcloth Diskon 30%!!! Buruan yaa koleksi bucket hat ayam kecee iniðŸ˜ðŸ˜ Orderâ¬‡ Wa :... https://t.co/JYL6vRYetQ	ya	fashion
8.01E+17	noediyan	Pengamat Ojek Online	########	null	null	"Selalu diskon... untuk GRABDISKON, ingat... bukan jam pulang kerja ya ;) https://t.co/sXn35D7tMP"	tidak	
8.01E+17	indosatdompetku	Indosat Dompetku	########	null	null	"Dompetku diskon 30% di banyak merchants dengan fitur Bayar pakai QR, lho! Mau tahu caranya? https://t.co/To9dPA2u9o"	tidak	
8.01E+17	SopDurenLodaya	Sop Durian Lodaya	########	null	null	Merapat guyss!!! #DISKON 50% di #CabangDipatiukur Bandung... https://t.co/UC2XsqfXj9	ya	lain-lain
8.01E+17	LVly01z	( â€¢à¥¢â—¡-à¥¢)-â™¡lovelya26â¤	########	null	null	Ntn melon award di youtube... ga sereget dulu hehehe... skrg lebih gereget kl dgr PAMPERS DISKON!!!	tidak	
8.01E+17	BajuCouple2015	Couple Jogja Lengkap	########	null	null	Pika Couple 85rb SMS/WA:085723477888 #diskon #murahbanget #reseller #terbaru #lengkap https://t.co/47KTH9dThw	ya	fashion
8.01E+17	SCOOPToday	SCOOP Newsstand	########	null	null	"Hello SCOOPers. Siap-siap yah, besok SCOOP mau kasih diskon setengah harga untuk berlangganan majalah lifestyle selama setahun âœ¨"	ya	buku
8.01E+17	JackNicklaus_ID	Jack Nicklaus ID	########	null	null	Nikmati diskon up tp 50% + 10% untuk setiap pengguna LINE Jack Nicklaus @pestadiskoncom @infodiskonjkt @twitNsave https://t.co/163WLaEo6l	ya	lain-lain
8.01E+17	pontianakpost	Pontianak News	########	null	null	PDAM Diskon 50% https://t.co/nYQ3kL46YG https://t.co/Ne9P4Jk11b	ya	lain-lain
8.01E+17	BETAHOLIDAY	Tiket & Hotel	########	null	null	Grand Inna Kuta #Bali 26 Nov =900.000 #serbapromosi #infosurabaya #tiket #diskon #bandung #garuda #kompastvâ€¦ https://t.co/Qu52jFyu3O	ya	wisata
8.01E+17	bagikoru314	io.sã€ =â—ˆï¸¿â—ˆ= ã€‘	########	null	null	@Toni_tbp harga normal 600rb ton cek hitengaming aja lg diskon 40% di https://t.co/UzVx42r4yR harganya sekitaran 460rb	ya	fashion
8.01E+17	SobatDewi88	Dewi	########	null	null	Diskon 50 Persen Nih Setiap Pembelian Kaos Lee Cooper di Matahari Solo Square https://t.co/HOXNpXKm1V https://t.co/v4RaruUPpF	ya	fashion
